ticker,start_date,end_date,source_files
MAJOR.BK,2006-07-01,2022-12-31,SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf
MAKRO.BK,2006-01-01,2006-12-31,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls
MALEE.BK,2012-07-01,2013-12-31,SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls
MALEE.BK,2017-07-01,2017-12-31,SET50_100_H2_2017.pdf
MBK.BK,2008-01-01,2008-06-30,SET50_100_H1_2008.xls
MBK.BK,2009-07-01,2009-12-31,SET50_100_H2_2009.xls
MBK.BK,2013-07-01,2014-06-30,SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls
MBK.BK,2019-01-01,2020-06-30,SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf
MBK.BK,2021-01-01,2021-06-30,SET50_100_H1_2021.pdf
MBK.BK,2023-07-01,2023-12-31,SET50-SET100_H2_2023.pdf
MBK.BK,2024-07-01,2024-12-31,SET50_100_H2_2024.pdf
MBK.BK,2025-07-01,2025-12-31,SET50_100_H2_2025.pdf
MC.BK,2014-07-01,2015-12-31,SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
MC.BK,2018-01-01,2018-06-30,SET50_100_H1_2018.pdf
MCOT.BK,2005-07-01,2012-12-31,SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls
MCOT.BK,2013-07-01,2014-12-31,SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls
MCS.BK,2011-01-01,2011-06-30,SET50_100_H1_2011.xls
MDX.BK,2013-07-01,2013-12-31,SET50_100_H2_2013-TH-v3.xls
MEGA.BK,2014-07-01,2015-06-30,SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf
MEGA.BK,2017-07-01,2026-06-30,SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
METRO.BK,2006-07-01,2007-06-30,SET100_4_H2_2006.xls | SET100_5_H1_2007.xls
METRO.BK,2008-01-01,2009-06-30,SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls
MIDA.BK,2005-01-01,2006-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls
MILL.BK,2008-07-01,2011-06-30,SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls
MINING.BK,2006-07-01,2008-06-30,SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls
MINING.BK,2010-01-01,2011-12-31,SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls
MINT.BK,2006-01-01,2026-06-30,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
MJD.BK,2008-07-01,2008-12-31,SET50_100_H2_2008.xls
MONO.BK,2015-07-01,2015-12-31,SET50_100_H2_2015.pdf
MONO.BK,2017-07-01,2018-06-30,SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf
MOSHI.BK,2024-01-01,2024-06-30,SET50_100_H1_2024.pdf
MOSHI.BK,2025-07-01,2026-06-30,SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
MS.BK,2005-01-01,2006-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls
MTC.BK,2018-07-01,2026-06-30,SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
MTLS.BK,2016-07-01,2018-06-30,SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf
N-PARK.BK,2005-01-01,2007-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls
N-PARK.BK,2014-01-01,2014-06-30,SET50_100_H1_2014-TH_v2.xls
NCH.BK,2007-07-01,2008-06-30,SET100_6_H2_2007.xls | SET50_100_H1_2008.xls
NEWENTRY.BK,2013-07-01,2013-12-31,SET50_100_H2_2013-TH-v3.xls
NEX.BK,2023-01-01,2024-06-30,SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf
NFS.BK,2005-01-01,2006-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls
NNCL.BK,2008-01-01,2008-12-31,SET50_100_H1_2008.xls | SET50_100_H2_2008.xls
NO..BK,2005-07-01,2005-12-31,SET100_2_2H_2005.xls
NO..BK,2011-01-01,2013-12-31,SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls
NOBLE.BK,2005-01-01,2005-06-30,SET50_100_H1_2005.xls
NOK.BK,2014-07-01,2015-12-31,SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
NOTE.BK,2008-01-01,2008-06-30,SET50_100_H1_2008.xls
NPC.BK,2005-01-01,2005-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls
NRF.BK,2021-07-01,2021-12-31,SET50_100_H2_2021V2.pdf
NSM.BK,2005-01-01,2008-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls
NWR.BK,2013-07-01,2013-12-31,SET50_100_H2_2013-TH-v3.xls
NYT.BK,2014-07-01,2014-12-31,SET50_100_H2_2014-TH_v2.xls
OISHI.BK,2005-07-01,2006-06-30,SET100_2_2H_2005.xls | SET100_3_H1_2006.xls
ONEE.BK,2022-07-01,2023-06-30,SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf
OR.BK,2021-07-01,2026-06-30,SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
ORI.BK,2018-01-01,2024-06-30,SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf
OSP.BK,2019-07-01,2026-06-30,SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
PF.BK,2007-01-01,2007-12-31,SET100_5_H1_2007.xls | SET100_6_H2_2007.xls
PF.BK,2009-01-01,2010-12-31,SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls
PF.BK,2012-07-01,2013-12-31,SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls
PHATRA.BK,2006-07-01,2012-06-30,SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls
PICNI.BK,2005-01-01,2005-06-30,SET50_100_H1_2005.xls
PLANB.BK,2016-01-01,2017-12-31,SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf
PLANB.BK,2019-01-01,2026-06-30,SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
PLAT.BK,2016-01-01,2016-06-30,SET50_100_H1_2016.pdf
PLE.BK,2005-01-01,2008-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls
PR9.BK,2025-01-01,2026-06-30,SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
PRM.BK,2018-07-01,2021-12-31,SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf
PRM.BK,2024-07-01,2026-06-30,SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
PS.BK,2007-01-01,2016-12-31,SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf
PSH.BK,2017-07-01,2020-12-31,SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf
PSL.BK,2005-01-01,2012-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls
PSL.BK,2014-07-01,2015-12-31,SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
PSL.BK,2018-01-01,2020-06-30,SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf
PSL.BK,2021-07-01,2021-12-31,SET50_100_H2_2021V2.pdf
PSL.BK,2022-07-01,2023-12-31,SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf
PTG.BK,2015-01-01,2015-06-30,SET50_100_H1_2015.pdf
PTG.BK,2016-01-01,2023-12-31,SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf
PTG.BK,2026-01-01,2026-06-30,SET50_100_H1_2026.pdf
PTL.BK,2006-01-01,2006-12-31,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls
PTL.BK,2008-07-01,2009-12-31,SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls
PTL.BK,2011-07-01,2013-06-30,UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls
PTL.BK,2017-07-01,2017-12-31,SET50_100_H2_2017.pdf
PTL.BK,2021-07-01,2021-12-31,SET50_100_H2_2021V2.pdf
PTT.BK,2005-01-01,2026-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
PTTAR.BK,2008-01-01,2011-12-31,SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls
PTTCH.BK,2006-01-01,2011-12-31,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls
PTTEP.BK,2005-01-01,2026-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
PTTGC.BK,2011-07-01,2026-06-30,UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
Q-CON.BK,2005-01-01,2005-06-30,SET50_100_H1_2005.xls
QH.BK,2005-01-01,2023-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf
QH.BK,2024-07-01,2026-06-30,SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
R.BK,2015-01-01,2015-06-30,SET50_100_H1_2015.pdf
R1.BK,2005-07-01,2005-12-31,SET100_2_2H_2005.xls
RAIMON.BK,2007-07-01,2007-12-31,SET100_6_H2_2007.xls
RAIMON.BK,2012-01-01,2012-06-30,SET50_100_H1_2012.xls
RATCH.BK,2005-01-01,2015-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
RATCH.BK,2017-07-01,2017-12-31,SET50_100_H2_2017.pdf
RATCH.BK,2018-07-01,2026-06-30,SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
RBF.BK,2020-07-01,2023-06-30,SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf
RBF.BK,2024-01-01,2024-12-31,SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf
RCL.BK,2005-01-01,2011-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls
RCL.BK,2022-01-01,2026-06-30,SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
RICH.BK,2008-01-01,2009-06-30,SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls
RML.BK,2012-07-01,2013-12-31,SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls
ROBINS.BK,2006-01-01,2006-12-31,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls
ROBINS.BK,2014-01-01,2019-12-31,SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf
ROJANA.BK,2006-01-01,2009-06-30,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls
ROJNA.BK,2009-07-01,2011-06-30,SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls
ROJNA.BK,2013-01-01,2013-12-31,SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls
RPC.BK,2005-07-01,2005-12-31,SET100_2_2H_2005.xls
RRC.BK,2007-07-01,2008-06-30,SET100_6_H2_2007.xls | SET50_100_H1_2008.xls
