Date,US Equity,TH Equity,JP Equity,Gold,BTC,Cash / Reduced Exposure,Strategy,JP Sleeve Mode,JP Assets,JP Internal Cap
2025-01-30,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-01-31,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-03,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-04,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-05,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-06,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-07,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-10,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-11,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-12,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-13,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-14,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-17,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-18,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-19,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-20,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-21,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-24,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-25,0.09999999999999999,0.0,0.09999999999999999,0.3,0.1,0.4,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-26,0.09999999999999999,0.0,0.09999999999999999,0.3,0.1,0.4,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-27,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-02-28,0.09999999999999999,0.0,0.09999999999999999,0.3,0.1,0.4,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-03,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-04,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-05,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-06,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-07,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-10,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-11,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-12,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-13,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-14,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-17,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-18,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-19,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-20,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-21,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-24,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-25,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-26,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-27,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-28,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-03-31,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-01,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-02,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-03,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-04,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-07,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-08,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-09,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-10,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-11,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-14,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-15,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-16,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-17,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-18,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-21,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-22,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-23,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-24,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-25,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-28,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-29,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-04-30,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-01,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-02,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-05,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-06,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-07,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-08,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-09,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-12,0.0,0.0,0.0,0.3,0.1,0.6,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-13,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-14,0.09999999999999999,0.0,0.09999999999999999,0.3,0.1,0.4,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-15,0.09999999999999999,0.0,0.09999999999999999,0.3,0.1,0.4,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-16,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-19,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-20,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-21,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-22,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-23,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-26,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-27,0.09999999999999999,0.0,0.0,0.3,0.1,0.5,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-28,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-29,0.09999999999999999,0.0,0.19999999999999998,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-05-30,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-02,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-03,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-04,0.19999999999999998,0.0,0.0,0.3,0.1,0.4,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-05,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-06,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-09,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-10,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-11,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-12,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-13,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-16,0.19999999999999998,0.0,0.09999999999999999,0.3,0.1,0.30000000000000004,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-17,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-18,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-19,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-20,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-23,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-24,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-25,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-26,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-27,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-06-30,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-01,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-02,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-03,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-04,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-07,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-08,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-09,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-10,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-11,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-14,0.19999999999999998,0.0,0.19999999999999998,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-15,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-16,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-17,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-18,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-21,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-22,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-23,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-24,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-25,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-28,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-29,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-30,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-07-31,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-01,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-04,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-05,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-06,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-07,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-08,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-11,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-12,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-13,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-14,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-15,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-18,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
2025-08-19,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.3,0.1,0.09999999999999998,Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash,JP optimized mean_variance top15 cap15%,15,0.15
