Date,Strategy,Variant,Segment,Raw Segment Weight
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Consumer Discretionary,0.10000000000000205
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Financials,0.19999999999999943
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Communication Services,0.05000000000000029
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Industrials,0.1499999999999988
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Real Estate,0.05000000000000007
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Consumer Staples,0.09999999999999921
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Energy,0.049999999999999864
2019-02-28,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Health Care,4.3254007662636106e-16
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Financials,0.09999999999999976
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Information Technology,0.2999999999999998
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Communication Services,0.05000000000000002
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Health Care,0.04999999999999994
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Energy,0.050000000000000606
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Industrials,0.049999999999999926
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Consumer Staples,0.04999999999999997
2019-03-31,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Consumer Discretionary,0.05000000000000036
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Communication Services,0.10000000000000019
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Information Technology,0.2999999999999996
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Consumer Staples,0.04999999999999995
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Financials,0.1999999999999999
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Consumer Discretionary,0.05000000000000031
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Industrials,0.0
2019-04-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,all_segments,Health Care,0.0
