,One-model US cap 70% / TH cap 30%,One-model US cap 70% / TH cap 30% + daily exposure,One-model US cap 70% / TH cap 40%,One-model US cap 70% / TH cap 40% + daily exposure,One-model US cap 80% / TH cap 30%,One-model US cap 80% / TH cap 30% + daily exposure,One-model US cap 80% / TH cap 40%,One-model US cap 80% / TH cap 40% + daily exposure
2008-04-14,10434.962063397117,9747.657711649865,10514.520865561017,9795.277002755607,10391.9937436256,9707.519523193587,10471.224936824161,9754.942724047938
2008-04-15,10491.259804800718,9773.952541942836,10556.879152008696,9815.00739058888,10448.059666327768,9733.706078567093,10513.40880340289,9774.591867526236
2008-04-16,10697.284099585311,9844.388623255945,10726.886343118747,9869.846906747434,10653.23560941494,9803.852123361738,10682.7159512751,9829.205569516564
2008-04-17,10726.462408203966,9863.43447266098,10739.082246186708,9875.856914957752,10682.293769739093,9822.819547167992,10694.86163494107,9835.190830152504
2008-04-18,10669.648479443631,9829.443111208739,10689.074878649364,9862.6894091798,10625.713785198546,9788.968152845518,10645.06018410206,9822.077544571466
2008-04-21,10614.837897158963,9777.860670994078,10611.341696644065,9787.17378677558,10571.128897900804,9737.59811501178,10567.647086135932,9746.872874900893
2008-04-22,10615.371734432192,9769.81274811246,10609.323731860974,9780.99974217948,10571.66053697815,9729.583331275468,10565.63743078135,9740.724253336262
2008-04-23,10469.386104064797,9656.675466334584,10449.638138340431,9651.325056113645,10426.276035508929,9616.911917880721,10406.609378975334,9611.583532254535
2008-04-24,10362.968725732022,9569.767004344045,10333.903009420717,9561.126627009024,10320.296854834532,9530.361321167053,10291.350815745882,9521.756515676327
2008-04-25,10416.940759275547,9599.819300460344,10366.763237755773,9578.307027394903,10374.046646305502,9560.289870147297,10324.075734624379,9538.866171859945
2008-04-28,10417.42285363789,9603.577715275034,10365.291564297828,9577.185177310688,10374.526755535115,9564.032808837714,10322.610121116286,9537.748941248356
2008-04-29,10340.223031589141,9573.981355983098,10317.497619732,9562.81481053976,10297.644821239091,9534.55831925869,10275.012978976782,9523.43774772779
2008-04-30,10390.463665653566,9632.703392330266,10345.056142128895,9608.978998823772,10347.67857811346,9593.03855432075,10302.458022895957,9569.411844477276
2008-05-01,10314.20713885545,9597.355763580856,10269.13286514002,9573.718427779744,10283.111851721329,9563.109566339037,10238.173460584781,9539.556568647447
2008-05-02,10402.596249933942,9638.478737612046,10357.135705617913,9614.740120002667,10353.375707464029,9595.781629072091,10308.130255130673,9572.148163305466
2008-05-05,10524.602249547586,9695.000792533896,10478.608524954347,9671.122966706622,10449.836609026885,9640.482882716025,10404.16961136889,9616.73932216103
2008-05-06,10637.06571925516,9746.800062572484,10590.580516339996,9722.794660278283,10560.380345853751,9691.473871500973,10514.230259248086,9667.604725158968
2008-05-07,10549.042816435105,9706.472134863936,10502.942283748249,9682.566056257729,10465.045309009767,9647.7284291801,10419.311847569372,9623.967023557247
2008-05-08,10730.992842034531,9790.180812710381,10684.097166769485,9766.068567929191,10644.440074239352,9730.420473287233,10597.92263687377,9706.455405298027
2008-05-09,10767.148923288343,9806.673907905044,10720.095241781908,9782.521042265453,10667.767344809687,9741.082572447001,10621.147964566877,9717.091244756894
2008-05-12,10690.972920667145,9771.983516667953,10644.252137070018,9747.916090022907,10611.677882975753,9715.474023745652,10565.303620184828,9691.545767390684
2008-05-13,10826.381074851055,9833.867793268711,10779.068542016897,9809.647951785364,10773.095987697263,9789.366834132405,10726.016309071996,9765.256587057745
2008-05-14,10817.625211185525,9829.891210276324,10770.350942484534,9805.681162722663,10768.661223489233,9787.351928960074,10721.600925297775,9763.246644398554
2008-05-15,11038.986281214253,9930.465744616946,10990.744639129533,9906.007991955774,10989.883174457826,9887.88332481353,10941.856110689569,9863.530441317998
2008-05-16,11179.61273194538,9993.718208031501,11130.756536066407,9969.104670823543,11101.424947486676,9938.061839909826,11052.91043323682,9913.585371670017
2008-05-19,11115.249113719266,9964.95013355415,11066.674194268639,9940.407449261673,11032.804012137462,9907.34690456419,10984.5893793318,9882.946084187273
2008-05-20,11192.094815947044,9999.396666548744,11143.184071922658,9974.769143860398,11086.5917140791,9931.497311919784,11038.142022779177,9907.037011466355
2008-05-21,10890.971116349638,9864.879609309253,10843.376317591343,9840.583388797388,10763.861776036541,9786.944703020361,10716.822451986955,9762.840421416251
2008-05-22,10840.476428546135,9842.010940814513,10793.102297392106,9817.771043566037,10728.095234531918,9770.684499609753,10681.2122144159,9746.620265286367
2008-05-23,10866.845063551795,9853.980912610983,10819.3556984243,9829.711534508631,10730.330010449985,9771.702168168122,10683.437224104078,9747.63542742723
2008-05-26,10873.321029480367,9856.917093456375,10825.803363635532,9832.640483831683,10736.724621870655,9774.613832498253,10689.803890331374,9750.539920614674
2008-05-27,10904.001513535124,9870.823377787305,10856.34977043962,9846.512518362919,10790.912171834028,9799.27975223053,10743.754634418268,9775.14509061419
2008-05-28,10992.567334120959,9910.9103848932,10944.528548183947,9886.500795144384,10884.903209756092,9841.956611245509,10837.334920606188,9817.716840725534
2008-05-29,10972.97561679861,9902.078428318997,10925.022448923875,9877.690590803657,10890.816338434315,9844.629889765598,10843.22220822645,9820.383535223724
2008-05-30,11082.654492140875,9951.565862880789,11034.222014942465,9927.056142720114,10986.172637562991,9887.728012229874,10938.161789271207,9863.375511253947
2008-06-02,11005.329642193752,9916.849300272443,10957.235083499847,9892.425083563807,10901.298365380811,9849.533922884146,10853.658427499782,9825.27549019134
2008-06-03,10900.454870950749,9869.598225764414,10852.818627092023,9845.290383768004,10803.607953415578,9805.401334528993,10756.394933962207,9781.251596057919
2008-06-04,10976.817763808273,9904.168850604545,10928.84780530837,9879.775864586352,10901.487091438394,9849.819099165115,10853.846328802609,9825.559964111193
2008-06-05,11246.88754315182,10026.008201207738,11197.73734859572,10001.315136947691,11202.33829443963,9985.733121741709,11153.382777162515,9961.1392438264
2008-06-06,11239.46880811725,10022.70149532961,11190.351034288118,9998.016575158324,11122.13710221199,9949.987562172764,11073.532073444374,9925.481722052711
2008-06-09,11271.662693934428,10037.055808377183,11222.404229114534,10012.335534955891,11153.997791466936,9964.239025668297,11105.253527792976,9939.698085596236
2008-06-10,11164.000917908708,9989.121121022643,11115.212947456046,9964.518905984247,11078.521442579031,9930.526253119644,11030.107019301324,9906.068344288467
2008-06-11,11050.352322134018,9938.276912177836,11002.061009140756,9913.799921385329,10912.175391982977,9855.971907979418,10864.487920234486,9831.697619162924
