Date,Mean Covariance Gold30 stock-cap sweep stockcap6 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 zscore_63 + asset-level daily exposure
2022-12-16,1.449301417018903,2.2751990006745895,2.2576691824902717,1.4628278824177796,2.663191559333404,2.6676772908673145,1.470863579183856,2.836384539630268,2.8822877694882263
2022-12-19,1.4459679037138076,2.271328816904494,2.253828817482319,1.4603167617084785,2.6579885703059674,2.6624655382149447,1.4685502219390383,2.8321988069792208,2.878034296146406
2022-12-20,1.4551864040053697,2.278136160683323,2.260583712442943,1.4697217094734651,2.6695216063315277,2.6740179998440445,1.4779933063615027,2.846518647755874,2.8925858850987765
2022-12-21,1.4620302733529773,2.2982702638548544,2.280562687571702,1.4767446898372778,2.69648511219271,2.701026921532745,1.4851975041496666,2.879189699406494,2.9257856756325262
2022-12-22,1.448807734180098,2.2782669039990613,2.260713448415352,1.4638798765846568,2.6726570895586397,2.6771587643044716,1.472524922505589,2.850258864867126,2.8963866328057097
2022-12-23,1.4556133812998955,2.2831708272173064,2.2655795881771237,1.471432141086275,2.676688731162016,2.6811971965804196,1.4799461350258283,2.8541354813264657,2.9003259873084706
2022-12-26,1.4556133812998955,2.2831708272173064,2.2655795881771237,1.471432141086275,2.676688731162016,2.6811971965804196,1.4799461350258283,2.8541354813264657,2.9003259873084706
2022-12-27,1.4600078064432886,2.273633158556046,2.2561154047791177,1.4766010961688698,2.659395728591822,2.6638750666398443,1.4847513884151078,2.829903716607738,2.8757020626938594
2022-12-28,1.4541004477510726,2.262451154691736,2.245019555354318,1.4705848520215326,2.6472360407399207,2.651694897686969,1.4787579777655826,2.81651028363261,2.862091874259852
2022-12-29,1.4637138466815656,2.2818644011977036,2.26428322783115,1.4793821080245917,2.66888441580297,2.673379736067251,1.487270245471878,2.8409511411771833,2.886928275598339
2022-12-30,1.4637813852967945,2.282984509188332,2.265394705680232,1.4793283983068646,2.671764231614001,2.67626440247964,1.4870945611389623,2.8458091865598263,2.8918649421872193
2023-01-03,1.466603775079117,2.2853162315404365,2.26770846271639,1.4808557254530463,2.666323094734001,2.670814100851731,1.4885262467620388,2.837456673005323,2.8833772539607976
2023-01-04,1.4734704735110995,2.303608357662036,2.285859652750631,1.4865558531737142,2.6886289066624744,2.6931574834474765,1.4935148973499306,2.8625165560526553,2.908842698932356
2023-01-05,1.4665793628687533,2.292650996749013,2.2749867154614436,1.480022429306184,2.679636157416365,2.6841495873153907,1.486487544412686,2.853734753404317,2.8999187741211334
2023-01-06,1.481822567401136,2.3215316826860333,2.3036448832040706,1.494019471925683,2.7116140823977783,2.7161813741326055,1.5000354101944744,2.8921536047390832,2.9389593850724314
2023-01-09,1.4818757219885426,2.3255877488692156,2.30766969844933,1.4929078238816966,2.7157092120298914,2.7202834013729937,1.4984043500657558,2.90079295625267,2.947738553360795
2023-01-10,1.4846989930649226,2.333588736572849,2.3156090406179146,1.4953980065647583,2.7287646111790997,2.733360790309396,1.5005611986253817,2.916733972353361,2.963937554271378
2023-01-11,1.4910470443147423,2.340191485906256,2.3221609174802564,1.5010802177507412,2.737863327219495,2.7424748317203353,1.506075793658193,2.923347169024975,2.9706577770118083
2023-01-12,1.4989847748256997,2.3539801064733226,2.3358433003021934,1.5087237234057194,2.750693967123052,2.755327082839137,1.5132766406697182,2.941110242292204,2.9887083227369438
2023-01-13,1.506172382466544,2.3645809838083185,2.346362500626862,1.5152906595487496,2.75764276126251,2.7622875811404275,1.5193915665256692,2.9506358161478707,2.9983880557343348
2023-01-16,1.506172382466544,2.3645809838083185,2.3463625006268622,1.5152906595487496,2.75764276126251,2.762287581140431,1.5193915665256692,2.9506358161478707,2.9983880557343365
2023-01-17,1.5014298537137405,2.3600952666237673,2.3419113447297626,1.5105613036722754,2.755730465015346,2.760372063927976,1.514355329159786,2.9514636555176974,2.999229292617917
2023-01-18,1.4916546475221844,2.348600664815173,2.330505305846761,1.5006223708371944,2.7398532335353427,2.7444680897235614,1.5045526257664774,2.9361253280909985,2.983642734121111
2023-01-19,1.4935346837516215,2.3424896111230247,2.3244413362382934,1.5026174368761285,2.722952331914025,2.7275387211648696,1.5066932323635005,2.9208569354091654,2.968127242172929
2023-01-20,1.5031149638653427,2.3648572806561576,2.346636668679153,1.510509538425324,2.756086658608709,2.760728857474002,1.5137794974012964,2.9614698544140206,3.009397428953097
2023-01-23,1.5065371182569447,2.3785484950572515,2.360222395824363,1.5124338685288201,2.7772083327280694,2.7818861077648656,1.5151659973861336,2.989539597246476,3.037921444413011
2023-01-24,1.5097106233378095,2.384070944803845,2.36570229652801,1.5162109785516835,2.7829311276732756,2.7876185418671366,1.519056983497936,2.9957691868429452,3.044251851891952
2023-01-25,1.5121499133859262,2.3859477149628807,2.367564606659746,1.518493365195356,2.7823738994703993,2.787060375100112,1.521239083701416,2.9943994521634623,3.0428599498212163
