,Best stock assets + Gold/BTC/BIL/IEF reoptimized Static Copula [US stock only] [mean_variance] max10 PIT reselect,Best stock assets + Gold/BTC/BIL/IEF reoptimized Dynamic HMM Copula [US stock only] [mean_variance] max10 PIT reselect
2022-11-21,30756.22937651724,31421.606324113793
2022-11-22,31504.86692709856,32186.43981868304
2022-11-23,31426.182996854048,32106.053648781963
2022-11-24,31330.397480199626,32008.195918595924
2022-11-25,31132.35436971721,31805.868364831076
2022-11-28,30898.552792465598,31567.00874948543
2022-11-29,30856.546580605172,31524.093779770283
2022-11-30,31088.40527182637,31760.968476898768
2022-12-01,30823.892480619736,31490.733244509287
2022-12-02,30600.585283085395,31262.59504315933
2022-12-05,29794.557342314973,30439.12958089231
2022-12-06,29445.976091691115,30083.007161105936
2022-12-07,29539.587231046753,30178.643473749333
2022-12-08,29850.84157602636,30496.631461642493
2022-12-09,29488.477631380454,30126.42817451881
2022-12-12,29723.7730715919,30366.813970894356
2022-12-13,30727.513736888995,31392.269453436373
2022-12-14,30483.065770422785,31142.533126040667
2022-12-15,29635.45333265927,30276.583532259752
2022-12-16,29722.644766810954,30365.66125648953
2022-12-19,29411.92295261414,30048.217320092655
2022-12-20,29726.4062948325,30369.504161002405
2022-12-21,30251.672276927176,30906.133690675164
2022-12-22,29635.167913201607,30276.29193806834
2022-12-23,29870.14901689513,30516.35659760365
2022-12-26,29680.619225332804,30322.726538981784
2022-12-27,29219.632835292345,29851.767219121684
2022-12-28,28909.647128088713,29535.075314577258
2022-12-29,29479.351634015085,30117.104746311168
2022-12-30,29477.877781357576,30115.599008484307
2023-01-03,29228.570643204406,29860.898386605688
2023-01-04,29649.986426375377,30291.431033357134
2023-01-05,29046.354873187942,29674.74058028259
2023-01-06,29962.228840619475,30610.428466298632
2023-01-09,29776.419424134692,30420.59926894728
2023-01-10,29914.800790329937,30561.974362686822
2023-01-11,30080.13051980528,30730.88081768982
2023-01-12,30365.583657740808,31022.50941800977
2023-01-13,30324.098424209027,30980.126697412205
2023-01-16,30117.062633432375,30768.611916677983
2023-01-17,30265.952642117416,30920.722995745014
2023-01-18,29933.235362695115,30580.80774660138
2023-01-19,29621.918684634573,30262.75607712013
2023-01-20,30334.961309111477,30991.224588794474
2023-01-23,30753.015825301238,31418.323251277532
2023-01-24,30878.34777088043,31546.366614643503
2023-01-25,30906.700887186915,31575.33311920873
2023-01-26,31239.007733281233,31914.829055754053
2023-01-27,31174.079797664723,31848.496476184435
2023-01-30,30458.044689138078,31116.970741383324
2023-01-31,30636.038070161296,31298.814812005312
2023-02-01,31846.62343389186,32507.00074487183
2023-02-02,32649.713659463356,33384.051551138764
2023-02-03,32344.33050043823,33106.448159951666
2023-02-06,32631.889752670406,33337.13276567502
2023-02-07,33596.94343938294,34328.71585906486
2023-02-08,32979.86213549744,33554.09717584778
2023-02-09,32644.933894374873,33236.17260287065
2023-02-10,32174.814562823998,32860.69891471763
2023-02-13,32422.45148122593,33175.05062556213
2023-02-14,33295.30098315024,34145.462018296006
2023-02-15,33209.12533716308,34125.870196393254
2023-02-16,32845.816325484666,33641.145431650155
2023-02-17,32628.100398868177,33309.27851050536
2023-02-20,32644.223129137536,33325.737835636966
2023-02-21,31924.83192249861,32474.744385530666
2023-02-22,32131.514990204432,32647.569137464983
2023-02-23,32696.378893973553,33027.884361999626
2023-02-24,32014.809656735906,32170.022546469212
2023-02-27,32429.43175006303,32548.999855389433
2023-02-28,32652.50078567951,32764.283002362572
2023-03-01,32784.89584603501,32897.1313025303
2023-03-02,32269.835630351023,32380.307835295924
2023-03-03,33006.966223884556,33119.96191370036
2023-03-06,32547.26702787295,32658.688988452064
2023-03-07,31960.284005391193,32069.69649466399
2023-03-08,32551.429005212853,32662.865213860005
2023-03-09,31817.31379965122,31926.23684627391
2023-03-10,31764.89027284796,31873.633853338146
2023-03-13,32327.445706999475,32438.1151336553
2023-03-14,33023.95009297688,33137.003925185745
2023-03-15,33058.20078392623,33171.371869578645
2023-03-16,33701.5449963077,33816.91849955202
2023-03-17,33822.173570003375,33937.96003179723
2023-03-20,33812.282440165334,33928.03504077268
2023-03-21,34000.37487189332,34116.771386089335
2023-03-22,33892.75580242867,34008.78389467069
2023-03-23,34627.497362423346,34746.04076094479
2023-03-24,34290.30368658563,34407.6927399381
2023-03-27,34187.6247875862,34304.66233111063
2023-03-28,34450.36687814,34568.30389008465
2023-03-29,34757.139686435694,34876.12690108165
2023-03-30,35015.14009628751,35135.01054673545
2023-03-31,35430.55055509777,35551.84311720031
2023-04-03,35237.72584092891,35358.358288998454
2023-04-04,35177.47860827348,35297.90480662085
2023-04-05,34376.516968712,34494.20116367849
2023-04-06,34460.931202679414,34578.90438041799
2023-04-07,34629.08265998497,34747.631485596874
2023-04-10,34917.06552793748,35036.60023097291
2023-04-11,34853.70237386228,34973.02016016399
2023-04-12,34399.53353791607,34517.296527555685
2023-04-13,34902.68448062365,35022.169951737844
2023-04-14,34753.21040890698,34872.1841721069
2023-04-17,35049.27165656952,35169.25895263036
2023-04-18,35324.82131162479,35445.75192138312
2023-04-19,34893.004623431145,35012.45695662732
2023-04-20,34362.31045445489,34479.94601499472
2023-04-21,34133.5451986606,34250.397606707425
2023-04-24,33906.46170508466,34022.53671796501
2023-04-25,33190.83255191425,33304.457687721195
2023-04-26,33638.298765743515,33753.45575252877
2023-04-27,34810.602983590354,34929.77322390732
2023-04-28,35106.978297056,35227.16314540336
2023-05-01,35065.43334050636,35185.47596430052
2023-05-02,34798.354698485666,34917.48300815639
2023-05-03,34363.82506997575,34481.4658156339
2023-05-04,34252.73823249971,34369.99868468451
2023-05-05,34864.221115855,34983.57491190384
2023-05-08,35092.2975084963,35212.43209879149
2023-05-09,34873.24810958851,34992.63280854969
2023-05-10,35256.246342872044,35376.94219382684
2023-05-11,35263.30490138698,35384.02491653437
2023-05-12,35280.03746259251,35400.81475980827
2023-05-15,35732.97852268967,35855.306413413
2023-05-16,35931.952615672584,36054.96167214558
2023-05-17,36748.47165910894,36874.275978010315
2023-05-18,37654.872881850344,37783.78016485691
2023-05-19,37666.188771582914,37795.134793283534
2023-05-22,37828.71039297202,37958.21278942681
2023-05-23,37559.50897479126,37688.08979003376
2023-05-24,37490.80953306897,37619.15516338855
2023-05-25,39088.302489889655,39222.11696025371
2023-05-26,40209.40135398911,40347.05378203281
2023-05-29,40365.05329597116,40503.23858118314
2023-05-30,40576.395603339945,40715.30439551244
2023-05-31,40245.59337021542,40383.36969761454
2023-06-01,40648.764305874414,40787.920844277454
2023-06-02,40784.281145690074,40923.90161097125
2023-06-05,40947.93090799115,41088.11161009185
2023-06-06,41241.68767667145,41382.874022504744
2023-06-07,40023.238377804446,40160.25349753665
2023-06-08,40621.327574257,40760.390186050914
2023-06-09,40654.77332979101,40793.95043942131
2023-06-12,41414.558204803376,41556.33635372584
2023-06-13,41594.240373427354,41736.63364433509
2023-06-14,42107.90683497718,42252.05858607252
2023-06-15,42421.60964224811,42566.83532012802
2023-06-16,41889.26757747333,42032.670841308296
2023-06-19,42093.947827620344,42238.05179160146
2023-06-20,42476.35149952716,42621.76458008694
2023-06-21,42028.207772788046,42172.086682979185
2023-06-22,42340.69024201866,42485.63890130235
2023-06-23,42578.65366124904,42724.41696191857
2023-06-26,41718.73925544112,41861.55873446985
2023-06-27,42448.95541363892,42594.274706735705
2023-06-28,42594.05830294619,42739.87433969885
2023-06-29,42919.41123926628,43066.341085728796
2023-06-30,43658.168118809044,43807.62701755234
2023-07-03,43583.81603637135,43733.02039900287
2023-07-04,43250.454831406976,43398.51796890871
2023-07-05,43086.41904183523,43233.92062099587
2023-07-06,42855.891160318344,43002.60355283223
2023-07-07,43088.527197412484,43236.035993610036
2023-07-10,43075.25795647315,43222.72132689533
2023-07-11,43097.56948893128,43245.10924041143
2023-07-12,43474.11824511578,43622.9470695197
2023-07-13,44100.51186402597,44251.48507754414
2023-07-14,43861.06576498565,44011.21926132801
2023-07-17,44609.98342270251,44762.700755623344
2023-07-18,45154.28562458539,45308.86631575469
2023-07-19,44413.980226393585,44566.02656410016
2023-07-20,42490.1047042688,42635.56486740037
2023-07-21,42393.06363693151,42538.19159072673
2023-07-24,42836.14507794403,42982.78987193391
2023-07-25,43387.84841511158,43536.38190431609
2023-07-26,42664.425537446295,42810.48246862558
2023-07-27,42378.4653811388,42523.54335942363
2023-07-28,43753.01441252446,43902.798007039935
2023-07-31,43761.032079448894,43910.84312155827
2023-08-01,43790.03510642261,43939.94543717963
2023-08-02,42408.1979808047,42553.37774534842
2023-08-03,42805.26896799235,42951.80806104265
2023-08-04,43286.51756299556,43434.7041572611
2023-08-07,44027.216649488815,44177.93894496531
2023-08-08,43725.77458111029,43875.46492308264
2023-08-09,42906.98554222222,43053.872850688385
2023-08-10,43025.192454635006,43172.48443136176
2023-08-11,42517.40491028312,42662.958532643555
2023-08-14,43443.94890826534,43592.674451289044
2023-08-15,43109.956850139,43257.53900837705
2023-08-16,42551.72668046285,42697.3977995987
2023-08-17,42114.920577243975,42259.09633910845
2023-08-18,41853.37678791411,41996.657183609765
2023-08-21,43044.582698969025,43191.941056047726
2023-08-22,42639.17874273137,42785.149244307744
2023-08-23,43489.85982623148,43638.7425401933
2023-08-24,42050.514583409575,42194.46985849402
2023-08-25,42452.45573111491,42597.787007160565
2023-08-28,42886.81534000704,43033.63359802195
2023-08-29,44499.65896393297,44651.99861329947
2023-08-30,44427.14591720358,44579.23732619319
2023-08-31,44800.97588620322,44954.347060650056
2023-09-01,44594.330720222766,44741.37004861431
2023-09-04,44719.18717113985,44866.638184344054
2023-09-05,44994.72981394047,45200.1055356719
2023-09-06,44954.070470460785,45157.44561725852
2023-09-07,45203.948768999166,45388.53679758877
2023-09-08,45212.16683058055,45377.80559996118
2023-09-11,45828.44871089652,46088.69353341754
2023-09-12,45356.86819978715,45572.21518674926
2023-09-13,45869.098964686855,46102.946173619544
2023-09-14,46281.076986590975,46611.403859582715
2023-09-15,45407.16892527303,45628.05007037137
2023-09-18,45242.29510150565,45453.8916422353
2023-09-19,44890.50699828711,45134.155629880916
2023-09-20,44503.853727491194,44745.53217985938
2023-09-21,43757.025642040084,44023.31334513011
2023-09-22,43480.8433104013,43789.73511416306
2023-09-25,43540.08529089355,43868.543015672156
2023-09-26,43071.608547652075,43431.06985322787
2023-09-27,43422.414607588566,43753.43926074039
2023-09-28,44212.13919615017,44578.33092312149
2023-09-29,44137.61191241726,44491.17581468243
2023-10-02,44683.48567364923,45041.42229226226
2023-10-03,44725.29191715516,45083.56342426697
2023-10-04,45010.09510363312,45370.648023844224
2023-10-05,44766.39036107711,45124.99108686615
2023-10-06,45171.828955102625,45533.677442726104
2023-10-09,45557.15258086423,45922.08769956847
2023-10-10,45579.20856892054,45944.32036689826
2023-10-11,45390.34995414476,45753.94890206279
2023-10-12,45112.970238402384,45474.347238859766
2023-10-13,44985.59438092441,45345.951038339386
2023-10-16,45083.32297486915,45444.46248621618
2023-10-17,45429.28623803108,45793.197084664826
2023-10-18,45336.03411402259,45699.197965442254
2023-10-19,45001.49439083668,45361.97841512327
2023-10-20,44316.76153087569,44671.76050938188
2023-10-23,44231.679691815334,44585.99712309397
2023-10-24,44104.424821878136,44457.72287928384
2023-10-25,42464.89931151619,42805.063966089474
2023-10-26,41830.54138722122,42165.624523936414
2023-10-27,41932.93019938654,42268.83352066562
2023-10-30,42429.38871924609,42769.26891657235
2023-10-31,42363.15099064614,42702.50059130471
2023-11-01,42929.2989938365,43372.2398514106
2023-11-02,42957.37117639242,43512.098884024934
2023-11-03,42986.70092598523,43579.82492622694
2023-11-06,42527.44407476897,43127.429992435296
2023-11-07,42714.44602657946,43466.64566438784
2023-11-08,42559.99516040721,43309.81604101824
2023-11-09,42742.10147223085,43436.69587463807
2023-11-10,43226.87399846094,44076.29662018155
2023-11-13,43474.134102654665,44276.70984983529
2023-11-14,43620.518872814326,44529.98615240289
2023-11-15,43337.038611600394,44174.08369697295
2023-11-16,43674.91682554164,44566.651009013505
2023-11-17,43354.337719290575,44242.96602952434
2023-11-20,43521.20000212834,44486.76673989837
2023-11-21,43345.403628739165,44293.18118298935
2023-11-22,43626.87327004179,44642.097637082195
2023-11-23,43759.25668753324,44777.561698707774
2023-11-24,43978.795530922675,44999.623364553234
2023-11-27,44139.41727267976,45162.31740701613
2023-11-28,43934.445647860724,44980.84084070177
2023-11-29,43526.9586080978,44520.77879711743
2023-11-30,43752.072063134714,44702.88883139959
2023-12-01,44422.18196989565,45387.561516696114
2023-12-04,43621.13980631296,44569.11116453386
2023-12-05,44449.56813574447,45415.542836659464
2023-12-06,44247.45692710132,45209.039362297895
2023-12-07,44984.700806398614,45962.30497061696
2023-12-08,45251.11093147173,46234.50470066673
2023-12-11,45803.33162768329,46798.726215879105
2023-12-12,46432.46977404028,47441.53674552912
2023-12-13,46934.59189674325,47954.570948768385
2023-12-14,46076.90779051118,47078.24771548188
2023-12-15,46194.650014535226,47198.54870474048
2023-12-18,46544.5152275221,47556.01716245278
2023-12-19,46788.43201977623,47805.23473625165
2023-12-20,46018.02906895512,47018.0894459385
2023-12-21,46880.37839508524,47899.17928333408
2023-12-22,46635.72314678127,47649.20720541355
2023-12-25,46204.01778060406,47208.120050403144
2023-12-26,46705.19670683514,47720.190559695104
2023-12-27,46962.40113134466,47982.984531582915
2023-12-28,46550.81570861966,47562.45456513584
2023-12-29,46424.36832546858,47433.25923688105
2024-01-02,45504.15392667306,46493.04680737486
2024-01-03,44549.3462851638,45517.489357383296
2024-01-04,44946.57042757694,45923.34594524544
2024-01-05,45308.59097414949,46293.2338953467
2024-01-08,46387.66647801446,47395.75978761427
2024-01-09,46627.179891460735,47640.47828870531
2024-01-10,46626.486502996835,47639.76983157502
2024-01-11,47013.79800379303,48035.49835703161
2024-01-12,46339.29781646992,47346.33998192303
2024-01-15,46249.46431366535,47254.55422413279
2024-01-16,46216.3330378403,47220.70294189152
2024-01-17,46555.259959538074,47566.9953981839
2024-01-18,47383.725793227524,48413.465389607176
2024-01-19,48565.93676380013,49621.368080855886
2024-01-22,48339.238372865715,49389.74309739054
2024-01-23,48449.66054218081,49502.56495305698
2024-01-24,49648.227074483206,50727.17864388365
2024-01-25,49796.034917860314,50878.198636293666
2024-01-26,49443.25524489335,50517.752381774255
2024-01-29,49860.0531046441,50943.60806153994
2024-01-30,48988.97895551239,50053.60379393975
2024-01-31,48524.75409513095,49579.290433501454
2024-02-01,49197.01343032427,50298.7704533041
2024-02-02,50497.86186080129,51609.9457134216
2024-02-05,50933.12109186054,52008.472845199176
2024-02-06,50578.80084656064,51743.32379993382
2024-02-07,51029.77753885078,52260.429351848885
2024-02-08,50961.65534296085,52256.74504555942
2024-02-09,51803.57760598967,53205.55594448428
2024-02-12,51797.50489312842,53352.213445044064
2024-02-13,50992.85665747255,52640.50696275583
2024-02-14,52356.77936774245,54148.62343075917
2024-02-15,52777.52211692242,54596.09939541859
2024-02-16,52179.978734935714,54059.98245435926
2024-02-19,52042.43263199025,53897.982791502654
2024-02-20,51678.57041424178,53506.528044397135
2024-02-21,51214.539141966576,52978.09637137571
2024-02-22,53639.046478861324,55317.48075889277
2024-02-23,53622.74094936366,55267.13057212689
2024-02-26,54042.76730217371,55794.39054792324
2024-02-27,54437.42210987456,56257.870267744
2024-02-28,54068.893026003956,56205.804141030196
2024-02-29,55255.0029804538,57352.551789457335
2024-03-01,56702.91972699253,58855.4332610602
2024-03-04,57613.74110721969,59800.83055655763
2024-03-05,56369.63626021868,58509.4979383261
2024-03-06,57069.72627856487,59236.164246690714
2024-03-07,57845.87777289423,60041.77941950567
2024-03-08,56257.981850519056,58393.60498801563
2024-03-11,55415.75629607825,57519.40750138156
2024-03-12,56595.91440295067,58744.36588149587
2024-03-13,56805.58825998426,58961.99921957872
2024-03-14,56144.843549408935,58276.17181592649
2024-03-15,55819.792127980625,57938.78103724355
2024-03-18,56394.39766201769,58535.19931381169
2024-03-19,55994.76663307895,58120.39779272606
2024-03-20,57270.186626465875,59444.23431934628
2024-03-21,57197.881005648494,59369.18388700686
2024-03-22,57871.95161359697,60068.84305571221
2024-03-25,58623.657869239396,60849.08501809962
2024-03-26,58294.02434387751,60506.93819310448
2024-03-27,58021.79759306177,60224.37737539611
2024-03-28,58269.621612222625,60481.609103328905
2024-03-29,58135.47880002462,60342.37406272108
2024-04-01,58691.663624922345,60919.67235706269
2024-04-02,58451.69692748966,60670.596224587935
2024-04-03,59089.41224378413,61332.520009437736
2024-04-04,57956.271819774665,60156.36416205284
2024-04-05,59143.10970638157,61388.25589466918
2024-04-08,59060.373842826855,61302.37927457296
2024-04-09,58559.94396660875,60782.95245628208
2024-04-10,58069.662990420446,60274.05980292049
2024-04-11,59740.330941468,62008.148392497365
2024-04-12,57695.11526455479,59885.293778368236
2024-04-15,56835.938058821754,58993.50113462238
2024-04-16,57491.34285775377,59673.78591692715
2024-04-17,55927.193720440584,58050.25972806923
2024-04-18,55988.95286588735,58114.36332768285
2024-04-19,53669.41779204323,55706.775810274405
2024-04-22,54634.33176771792,56708.31912358903
2024-04-23,56163.16145780941,58295.18509496993
2024-04-24,55073.5002385868,57164.15897719858
2024-04-25,55065.05185470944,57155.3898821352
2024-04-26,56035.405663463614,58162.57953137576
2024-04-29,55945.50254437384,58069.263577787744
2024-04-30,55291.205591086204,57390.12869632936
2024-05-01,54903.24839052653,56987.44415670383
2024-05-02,55138.07176039381,57231.18171448574
2024-05-03,55473.08878720985,57578.91640536276
2024-05-06,56423.65583864673,58565.56816730674
2024-05-07,55951.199149751075,58075.17643340803
2024-05-08,55986.678040747676,58112.00214734446
2024-05-09,56176.64129015571,58309.17663855969
2024-05-10,55855.548302647454,57975.89456088407
2024-05-13,56172.015356778094,58304.375098983124
2024-05-14,56384.31727079098,58524.73625836506
2024-05-15,57201.512325966025,59372.95305677145
2024-05-16,56584.10071459799,58732.10373080319
2024-05-17,56748.819676269064,58903.07562964261
2024-05-20,57517.83464486859,59701.2833653127
2024-05-21,57510.69155006717,59693.869109726096
2024-05-22,57339.21442196056,59515.88249602669
2024-05-23,57351.48797537236,59528.62196882954
2024-05-24,58048.44540208262,60252.03676847377
2024-05-27,58134.70429409467,60341.57015558031
2024-05-28,58777.99650958511,61009.282545673224
2024-05-29,58515.13203235556,60736.439405129946
2024-05-30,58307.58222226191,60521.01074545727
2024-05-31,58229.45917207192,60439.9220468727
2024-06-03,58653.85740188254,60880.430962656814
2024-06-04,58154.578146134285,60362.19844382349
2024-06-05,59076.935289937166,61319.569414865575
2024-06-06,59041.077193272184,61282.35010014077
2024-06-07,58378.42100950335,60594.538661389226
2024-06-10,59404.697593981,61659.77398464825
2024-06-11,59408.69067377513,61663.91864673022
2024-06-12,60199.82024865369,62485.080486707775
2024-06-13,59909.984914889734,62184.24264228683
2024-06-14,60312.44785250125,62601.983574829486
2024-06-17,60507.620311171086,62804.56502338532
2024-06-18,61177.68639587704,63500.06765215275
2024-06-19,60898.46771895403,63210.24948610404
2024-06-20,60696.47754194093,63000.59151011583
2024-06-21,60150.89715060677,62434.3002068582
2024-06-24,60305.48197493696,62594.75326386733
2024-06-25,60703.27967551011,63007.65186115667
2024-06-26,60856.00080400059,63166.17047410821
2024-06-27,60979.35699793542,63294.209422974076
2024-06-28,60533.72370968778,62831.65933945729
2024-07-01,60964.83992672198,63279.141265636456
2024-07-02,62064.32941896403,64420.36874992567
2024-07-03,63154.83998695515,65552.27645880383
2024-07-04,62854.58762839336,65240.626146335046
2024-07-05,63562.51712102804,65975.42952520696
2024-07-08,63564.890772591934,65977.89328354385
2024-07-09,63817.049144489654,66239.62390164778
2024-07-10,64486.49668588522,66934.48450642951
2024-07-11,62418.09344203303,64787.56209640848
2024-07-12,62391.47380112297,64759.93194073823
2024-07-15,63155.57242037577,65553.03669631033
2024-07-16,63162.45585902922,65560.18143887783
2024-07-17,61427.27199345209,63759.127830212776
2024-07-18,60649.12633107264,62951.44278824208
2024-07-19,60592.15332969734,62892.3070206966
2024-07-22,61931.48626099125,64282.48270003792
2024-07-23,61919.009758981105,64269.53257445488
2024-07-24,58804.50747512312,61036.79990051881
2024-07-25,57926.39708489151,60125.35534498355
2024-07-26,58332.607044620556,60546.98554127537
2024-07-29,58236.30536092277,60447.02812558862
2024-07-30,57285.6233642904,59460.25705498619
2024-07-31,59288.89582376111,61539.57623484092
2024-08-01,57210.85198836964,59382.64726440521
2024-08-02,56411.50221851581,58552.953180601624
2024-08-05,53998.34098179927,56048.185334438356
2024-08-06,55132.629779965435,57225.53314969481
2024-08-07,54065.11342155569,56117.492539264545
2024-08-08,56397.1740258524,58538.08107187929
2024-08-09,56533.41826352865,58679.49731069674
2024-08-12,56696.83114995383,58849.11355404542
2024-08-13,57809.11012338412,60003.61602417561
2024-08-14,57984.0038496682,60185.14893437937
2024-08-15,59561.91487572809,61822.95943044013
2024-08-16,59665.74735611949,61930.73352125291
2024-08-19,59599.268620937466,61861.73117039296
2024-08-20,59121.27483196879,61365.592141198395
2024-08-21,58939.68051657064,61177.10427916303
2024-08-22,58485.65893437591,60705.84747160182
2024-08-23,59743.171502770994,62011.09678504923
2024-08-26,58407.53648931695,60624.759401119794
2024-08-27,58831.23389988935,61064.540893693564
2024-08-28,58205.35430224241,60414.902126128785
2024-08-29,58241.21248729694,60452.12153259851
2024-08-30,58841.07443693004,61074.754989790206
2024-09-02,58893.15943065723,61128.81719482256
2024-09-03,58610.509095167916,60835.43710016953
2024-09-04,59042.04912924555,61283.358932015544
2024-09-05,58079.44871576515,60284.21700660082
2024-09-06,55983.17352796121,58108.36459888292
2024-09-09,56828.268806037355,58985.5407474397
2024-09-10,57520.092704190414,59703.62714338186
2024-09-11,57591.22585562705,59777.4605979409
2024-09-12,58288.79950172799,60501.515009432245
2024-09-13,57214.43781181797,59386.369210182704
2024-09-16,56607.8301407389,58756.73395554791
2024-09-17,56475.83164684924,58619.7246342451
2024-09-18,56620.999966777425,58770.40372460395
2024-09-19,57863.93428339721,60060.52137766149
2024-09-20,57290.23241699527,59465.04107307866
2024-09-23,57360.0955905495,59537.55633981138
2024-09-24,57597.94767849758,59784.437589588844
2024-09-25,56782.25545151083,58937.780668602645
2024-09-26,57093.4357743232,59260.773784470715
2024-09-27,56339.09889786868,58477.80133962514
2024-09-30,56710.85282662363,58863.667511044856
2024-10-01,56976.815716182275,59139.72668351259
2024-10-02,56927.14384471565,59088.169205870654
2024-10-03,57463.834489106455,59645.233296306586
2024-10-04,58208.81935019489,60418.49871162203
2024-10-07,57919.7067800615,60118.411067840265
2024-10-08,58333.56501729658,60547.979879788654
2024-10-09,58534.268921578645,60756.30275452917
2024-10-10,58396.85450647798,60613.67191689322
2024-10-11,58220.662082541516,60430.79100885488
2024-10-14,58073.12317291,60277.651338251766
2024-10-15,57731.704854771095,59923.272355051675
2024-10-16,58202.044322383575,60411.46649530741
2024-10-17,58014.570378844706,60216.87580711596
2024-10-18,58161.166166103154,60369.03655324479
2024-10-21,57860.02838789322,60056.46720949401
2024-10-22,58660.20028450925,60887.01462901679
2024-10-23,58166.1297021746,60374.18851133441
2024-10-24,59947.61560402378,62223.30183930103
2024-10-25,59851.12654297235,62123.14993318267
2024-10-28,60075.711199984624,62356.26010380324
2024-10-29,60063.29927344027,62343.377005051196
2024-10-30,59983.69199296975,62260.747732954
2024-10-31,59233.05306523109,61481.61361556841
2024-11-01,59801.324754491914,62071.45760671511
2024-11-04,59397.564669695785,61652.370285663346
2024-11-05,60338.34781899986,62628.8667363503
2024-11-06,63417.426549733085,65824.8311349164
2024-11-07,65749.59649040122,68245.53315444758
2024-11-08,65778.49699840456,68275.53076176991
2024-11-11,68290.94980672216,70883.35941139601
2024-11-12,68407.13161895603,71003.95163008603
2024-11-13,69453.89038523762,72090.44666430891
2024-11-14,68686.58527471194,71294.0136950571
2024-11-15,68214.07565867408,70803.56702483587
2024-11-18,68172.03606538725,70759.93155616993
2024-11-19,68722.2182849734,71330.99937881785
2024-11-20,68507.52752648845,71108.15869144913
2024-11-21,69411.32546004803,72046.26592148613
2024-11-22,69906.98301132121,72560.73925142671
2024-11-25,68391.9584342547,70988.20245237443
2024-11-26,69290.8662506532,71921.23393030558
2024-11-27,68955.57002860979,71573.20944560225
2024-11-28,68532.13864809688,71133.7040819207
2024-11-29,69111.76077097445,71735.32938329678
2024-12-02,69124.29527601943,71748.33971378217
2024-12-03,69028.89111062158,71649.31388730914
2024-12-04,69995.82959277231,72652.95855988993
2024-12-05,69592.4668151462,72234.28362828375
2024-12-06,70302.9367755621,72971.72391426151
2024-12-09,69249.01933926488,71877.79845798327
2024-12-10,68127.32797846246,70713.52629452027
2024-12-11,69449.14518875553,72085.52133425171
2024-12-12,69346.73792408567,71979.22656212632
2024-12-13,69462.28312547153,72099.15800342677
2024-12-16,70705.12641595946,73389.181174887
2024-12-17,70317.06616464333,72986.3896725698
2024-12-18,67582.63255408038,70148.15355266367
2024-12-19,68213.39488866876,70802.86041195235
2024-12-20,69017.81868829139,71637.82114202142
2024-12-23,68787.97949492051,71399.25696629034
2024-12-24,70289.50305626918,72957.78023423413
2024-12-25,69892.76223265029,72545.97863426601
2024-12-26,69605.464750363,72247.77498132816
2024-12-27,68415.26556541702,71012.39435129668
2024-12-30,67321.65258855521,69877.2664622388
2024-12-31,67229.77180873379,69781.89777345186
2025-01-02,67041.04622564405,69585.70806661395
2025-01-03,68469.01008404329,71067.32236617134
2025-01-06,68746.92494858186,71354.10338599354
2025-01-07,67518.05600548846,70078.76800158406
2025-01-08,67100.39761676617,69645.82259020777
2025-01-09,67002.95984371747,69544.68855678382
2025-01-10,66009.50176898246,68513.25140693509
2025-01-13,66192.57529385647,68703.40878627614
2025-01-14,66323.19086589468,68839.68704786412
2025-01-15,68081.01691961817,70663.81909998693
2025-01-16,67641.42792006461,70208.40196746269
2025-01-17,69326.36370509324,71956.8436940657
2025-01-20,69031.91162066045,71651.21908774633
2025-01-21,69322.48051662689,71952.92077992256
2025-01-22,70079.17725701394,72738.23466570214
2025-01-23,70579.46191144614,73258.36449884812
2025-01-24,70745.30883249825,73430.22798720551
2025-01-27,68405.69174128913,71004.73699138293
2025-01-28,69895.44451967,72550.13696778164
2025-01-29,69453.89657897908,72092.0096627826
2025-01-30,70109.54215995492,72772.21385807579
2025-01-31,70056.59832474352,72716.23866556169
2025-02-03,70309.18423571474,72978.41379003179
2025-02-04,72443.31885433405,75193.56904996322
2025-02-05,70837.08803596874,73526.35901788578
2025-02-06,71544.3802581998,74260.50299957956
2025-02-07,70762.13610767227,73448.56160212794
2025-02-10,71736.50431519264,74459.92088619928
2025-02-11,70940.779291506,73633.98682547969
2025-02-12,71764.00586311195,74488.46650745402
2025-02-13,72438.02312592344,75188.07227363919
2025-02-14,71832.46929726088,74559.52909879424
2025-02-17,71836.68975033311,74563.90977784825
2025-02-18,71458.65447852392,74171.52271215816
2025-02-19,70889.44450080619,73580.70315225494
2025-02-20,69954.92218829846,72610.70247937608
2025-02-21,67614.0118648845,70180.92144743116
2025-02-24,65605.56837126752,68096.22907125902
2025-02-25,63906.93080843718,66333.1041497135
2025-02-26,64350.715263325605,66793.73651139547
2025-02-27,62559.77769954095,64934.80749632099
2025-02-28,64015.05089027645,66445.32892030712
2025-03-03,63652.331003467596,65911.58073081035
2025-03-04,62356.17984910449,64401.860281183814
2025-03-05,62902.975712406864,65005.367799028056
2025-03-06,60307.69524376224,62248.52092876775
2025-03-07,60655.23355469064,62423.22770112367
2025-03-10,58425.7963877769,60067.75500032186
2025-03-11,59362.070217994755,60965.76335798208
2025-03-12,60131.06397782564,61686.91390398314
2025-03-13,59292.010831319436,60655.54173495935
2025-03-14,60583.90130043037,62064.50636789629
2025-03-17,60943.840646291435,62516.97762929032
2025-03-18,60215.64238558107,61631.39504935412
