,Gold25 crash DD252 warn-8%/exp50% crash-15%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-18%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-25%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-25%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-15%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp50% crash-18%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp50% crash-20%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp50% crash-25%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp75% crash-20%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp75% crash-18%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-25%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD126 warn-8%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD126 warn-8%/exp75% crash-20%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp75% crash-18%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-10%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-12%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-15%/exp50% recover-5% no panic,Gold25 crash DD126 warn-8%/exp75% crash-18%/exp50% recover-5% no panic
2010-05-06,11640.978729042337,11640.978729042337,11640.978729042337,11640.978729042337,11684.674577588841,11665.763210045006,11640.978729042337,11640.978729042337,11640.978729042337,11640.978729042337,11684.674577588841,11716.56790596795,11665.763210045006,11825.923813108286,11825.923813108286,11716.56790596795,11628.617164293253,11595.09954900354,11580.104422720924,11858.202681385981
2010-05-07,11393.663138081763,11393.663138081763,11393.663138081763,11393.663138081763,11436.430657073053,11417.921066402867,11393.663138081763,11393.663138081763,11393.663138081763,11393.663138081763,11436.430657073053,11467.646403477365,11417.921066402867,11574.679016208447,11574.679016208447,11467.646403477365,11381.564197959206,11348.758673038003,11334.082122074906,11606.272111616912
2010-05-10,11904.359724256125,11904.359724256125,11904.359724256125,11904.359724256125,11949.044205832957,11929.704962341531,11904.359724256125,11904.359724256125,11904.359724256125,11904.359724256125,11949.044205832957,11981.65913131869,11929.704962341531,12093.489252038962,12093.489252038962,11981.65913131869,11891.718475014712,11857.44251258962,11842.108116613657,12126.498440391044
2010-05-11,11933.09747736253,11933.09747736253,11933.09747736253,11933.09747736253,11977.88982963791,11958.50390019129,11933.09747736253,11933.09747736253,11933.09747736253,11933.09747736253,11977.88982963791,12010.583489276332,11958.50390019129,12122.683573814364,12122.683573814364,12010.583489276332,11920.425711477797,11886.067005069117,11870.695591051377,12155.772448090516
2010-05-12,12033.597151597673,12033.597151597673,12033.597151597673,12033.597151597673,12078.76674178806,12059.217545461419,12033.597151597673,12033.597151597673,12033.597151597673,12033.597151597673,12078.76674178806,12111.735745036927,12059.217545461419,12224.779928288572,12224.779928288572,12111.735745036927,12020.818665027402,11986.17059210615,11970.66972116373,12258.147474643945
2010-05-13,11938.279142544583,11938.279142544583,11938.279142544583,11938.279142544583,11983.09094483893,11963.696597511216,11938.279142544583,11938.279142544583,11938.279142544583,11938.279142544583,11983.09094483893,12015.79880092535,11963.696597511216,12127.947562272237,12127.947562272237,12015.79880092535,11925.601874245394,11891.228248381558,11875.850159691046,12161.050804608994
2010-05-14,11678.249035849181,11678.249035849181,11678.249035849181,11678.249035849181,11722.084783086288,11703.112868015744,11678.249035849181,11678.249035849181,11678.249035849181,11678.249035849181,11722.084783086288,11754.080222650498,11703.112868015744,11863.786248823362,11863.786248823362,11754.080222650498,11665.847893731085,11632.222966862653,11617.179831476149,11896.168462648891
2010-05-17,11426.686865068144,11426.686865068144,11426.686865068144,11426.686865068144,11469.57834268924,11451.015103279266,11426.686865068144,11426.686865068144,11426.686865068144,11426.686865068144,11469.57834268924,11500.884565727312,11451.015103279266,11608.22740491837,11608.22740491837,11500.884565727312,11414.55285702313,11381.652247607546,11366.933157699228,11639.912070680002
2010-05-18,11589.969166812769,11589.969166812769,11589.969166812769,11589.969166812769,11633.473544679917,11614.645044788538,11589.969166812769,11589.969166812769,11589.969166812769,11589.969166812769,11633.473544679917,11665.22711979974,11614.645044788538,11774.10384068948,11774.10384068948,11665.22711979974,11577.661769159167,11544.29102458563,11529.361605392174,11806.241266312014
2010-05-19,11031.329360118933,11031.329360118933,11031.329360118933,11031.329360118933,11072.736814612756,11054.815853765549,11031.329360118933,11031.329360118933,11031.329360118933,11031.329360118933,11072.736814612756,11102.959858390217,11054.815853765549,11206.588690399853,11206.588690399853,11102.959858390217,11019.61518252892,10987.852917324868,10973.643100378169,11237.177082976741
2010-05-20,10998.372415872258,10998.372415872258,10998.372415872258,10998.372415872258,11039.656162413521,11021.788741814114,10998.372415872258,10998.372415872258,10998.372415872258,10998.372415872258,11039.656162413521,11069.788912524988,11021.788741814114,11173.108145434875,11173.108145434875,11069.788912524988,10986.693235288056,10955.025862292305,10940.858498265792,11203.605152838152
2010-05-21,11167.843237552073,11167.843237552073,11167.843237552073,11167.843237552073,11209.763113711775,11191.620379062637,11167.843237552073,11167.843237552073,11167.843237552073,11167.843237552073,11209.763113711775,11240.360170879576,11191.620379062637,11345.271420738381,11345.271420738381,11240.360170879576,11155.984095764949,11123.828769141233,11109.4431041942,11376.238347935965
2010-05-24,11202.610822436554,11202.610822436554,11202.610822436554,11202.610822436554,11244.661203011632,11226.461986636026,11202.610822436554,11202.610822436554,11202.610822436554,11202.610822436554,11244.661203011632,11275.353514541413,11226.461986636026,11380.591372744122,11380.591372744122,11275.353514541413,11190.714760922856,11158.459328752877,11144.028878540103,11411.654705778274
2010-05-25,11132.030932584574,11132.030932584574,11132.030932584574,11132.030932584574,11173.816382843293,11155.731827122025,11132.030932584574,11132.030932584574,11132.030932584574,11132.030932584574,11173.816382843293,11204.315323381132,11155.731827122025,11308.890150745947,11308.890150745947,11204.315323381132,11120.209819913123,11088.157606875342,11073.818072932238,11339.757775238693
2010-05-26,11176.028722851215,11176.028722851215,11176.028722851215,11176.028722851215,11217.979324238944,11199.823291848727,11176.028722851215,11176.028722851215,11176.028722851215,11176.028722851215,11217.979324238944,11248.598807559789,11199.823291848727,11353.586952256315,11353.586952256315,11248.598807559789,11164.160888890612,11131.981993978217,11117.585785039259,11384.576576703668
2010-05-27,11473.113055158914,11473.113055158914,11473.113055158914,11473.113055158914,11516.178799207086,11497.540138067985,11473.113055158914,11473.113055158914,11473.113055158914,11473.113055158914,11516.178799207086,11547.612218227594,11497.540138067985,11655.391187253663,11655.391187253663,11547.612218227594,11460.929747105007,11427.895463776338,11413.116570770753,11687.204586595992
2010-05-28,11440.799578893835,11440.799578893835,11440.799578893835,11440.799578893835,11483.744030325832,11465.157864087758,11440.799578893835,11440.799578893835,11440.799578893835,11440.799578893835,11483.744030325832,11515.088918619364,11465.157864087758,11622.56433331447,11622.56433331447,11515.088918619364,11428.650584546567,11395.709340702924,11380.972071745326,11654.288131733352
2010-05-31,11388.361881242217,11388.361881242217,11388.361881242217,11388.361881242217,11431.109501312518,11412.60852280621,11388.361881242217,11388.361881242217,11388.361881242217,11388.361881242217,11431.109501312518,11462.310723618028,11412.60852280621,11569.293536090545,11569.293536090545,11462.310723618028,11376.268570528593,11343.47830940019,11328.808587159801,11600.871931826829
2010-06-01,11319.155152959695,11319.155152959695,11319.155152959695,11319.155152959695,11361.642997044844,11343.254448421412,11319.155152959695,11319.155152959695,11319.155152959695,11319.155152959695,11361.642997044844,11392.65461047274,11343.254448421412,11498.987291652375,11498.987291652375,11392.65461047274,11307.135332926937,11274.544337216674,11259.96376243153,11530.373786439592
2010-06-02,11423.264936012392,11423.264936012392,11423.264936012392,11423.264936012392,11466.143569000982,11447.585888690424,11423.264936012392,11423.264936012392,11423.264936012392,11423.264936012392,11466.143569000982,11497.440416821591,11447.585888690424,11604.751110248555,11604.751110248555,11497.440416821591,11411.134561716613,11378.24380498647,11363.529122977141,11636.426287461178
2010-06-03,11481.360221161816,11481.360221161816,11481.360221161816,11481.360221161816,11524.45692196414,11505.804862880492,11481.360221161816,11481.360221161816,11481.360221161816,11481.360221161816,11524.45692196414,11555.912936127175,11505.804862880492,11663.769379422421,11663.769379422421,11555.912936127175,11469.168155435644,11436.110126222395,11421.320609771949,11695.605647046817
2010-06-04,11349.523217131778,11349.523217131778,11349.523217131778,11349.523217131778,11392.12505148902,11373.68716838637,11349.523217131778,11349.523217131778,11349.523217131778,11349.523217131778,11392.12505148902,11423.219865708312,11373.68716838637,11529.837825925293,11529.837825925293,11423.219865708312,11337.471149227058,11304.792715414238,11290.17302253019,11561.308527269888
2010-06-07,11279.707128209746,11279.707128209746,11279.707128209746,11279.707128209746,11322.046899271567,11303.722435989434,11279.707128209746,11279.707128209746,11279.707128209746,11279.707128209746,11322.046899271567,11352.950435119688,11303.722435989434,11458.912539680992,11458.912539680992,11352.950435119688,11267.72919806645,11235.251784190525,11220.722023699132,11490.18965040143
2010-06-08,11302.645985054849,11302.645985054849,11302.645985054849,11302.645985054849,11345.07185994332,11326.710131310658,11302.645985054849,11302.645985054849,11302.645985054849,11302.645985054849,11345.07185994332,11376.038242439565,11326.710131310658,11482.215835711693,11482.215835711693,11376.038242439565,11290.643696120873,11258.100234896456,11243.540926111644,11513.556552796836
2010-06-09,11270.616039850785,11270.616039850785,11270.616039850785,11270.616039850785,11312.921686391868,11294.611992049471,11270.616039850785,11270.616039850785,11270.616039850785,11270.616039850785,11312.921686391868,11343.800314964312,11294.611992049471,11449.677017409735,11449.677017409735,11343.800314964312,11258.647763541585,11226.196525437415,11211.678475474935,11480.928919764925
2010-06-10,11378.697133576707,11378.697133576707,11378.697133576707,11378.697133576707,11421.408475825352,11402.923198197772,11378.697133576707,11378.697133576707,11378.697133576707,11378.697133576707,11421.408475825352,11452.583219174227,11402.923198197772,11559.475240548085,11559.475240548085,11452.583219174227,11366.614085866464,11333.851652234503,11319.194379472387,11591.026837239027
2010-06-11,11346.710581685928,11346.710581685928,11346.710581685928,11346.710581685928,11389.30185846933,11370.868544637353,11346.710581685928,11346.710581685928,11346.710581685928,11346.710581685928,11389.30185846933,11420.388966781074,11370.868544637353,11526.980504967074,11526.980504967074,11420.388966781074,11334.661500521066,11301.991165067933,11287.3750952318,11558.443407251885
2010-06-14,11457.446986485116,11457.446986485116,11457.446986485116,11457.446986485116,11500.453926013493,11481.840715207181,11457.446986485116,11457.446986485116,11457.446986485116,11457.446986485116,11500.453926013493,11531.844423980348,11481.840715207181,11639.476225213139,11639.476225213139,11531.844423980348,11445.28031424223,11412.291137882245,11397.53242485324,11671.246184654161
2010-06-15,11605.88041464969,11605.88041464969,11605.88041464969,11605.88041464969,11649.444517346843,11630.590168816534,11605.88041464969,11605.88041464969,11605.88041464969,11605.88041464969,11649.444517346843,11681.241685249024,11630.590168816534,11790.26787715675,11790.26787715675,11681.241685249024,11593.55612082911,11560.1395633479,11545.189648354552,11822.44942252944
2010-06-16,11627.427726181839,11627.427726181839,11627.427726181839,11627.427726181839,11671.072709368786,11652.183356124746,11627.427726181839,11627.427726181839,11627.427726181839,11627.427726181839,11671.072709368786,11702.928911437972,11652.183356124746,11812.157519813753,11812.157519813753,11702.928911437972,11615.080551253675,11581.601953069938,11566.624282278302,11844.39881298316
2010-06-17,11692.56790733706,11692.56790733706,11692.56790733706,11692.56790733706,11736.457402223265,11717.462225410918,11692.56790733706,11692.56790733706,11692.56790733706,11692.56790733706,11736.457402223265,11768.492071862625,11717.462225410918,11878.332610194413,11878.332610194413,11768.492071862625,11680.151559997723,11646.48540511599,11631.423825121765,11910.75452832466
2010-06-18,11729.059273593557,11729.059273593557,11729.059273593557,11729.059273593557,11773.085743320993,11754.03128441085,11729.059273593557,11729.059273593557,11729.059273593557,11729.059273593557,11773.085743320993,11805.220390045968,11754.03128441085,11915.40373000575,11915.40373000575,11805.220390045968,11716.604176042809,11682.832952368834,11667.724366649576,11947.926833786456
2010-06-21,11735.826127921733,11735.826127921733,11735.826127921733,11735.826127921733,11779.877997870984,11760.812545858606,11735.826127921733,11735.826127921733,11735.826127921733,11735.826127921733,11779.877997870984,11812.031184060057,11760.812545858606,11922.27809217083,11922.27809217083,11812.031184060057,11723.363844642889,11689.57313731334,11674.455834987211,11954.819959528431
2010-06-22,11657.096864310077,11657.096864310077,11657.096864310077,11657.096864310077,11700.853214264058,11681.915661982042,11657.096864310077,11657.096864310077,11657.096864310077,11657.096864310077,11700.853214264058,11732.790702244598,11681.915661982042,11842.298023913276,11842.298023913276,11732.790702244598,11644.718183700084,11611.154159816248,11596.138271235259,11874.621585612143
2010-06-23,11550.853050501237,11550.853050501237,11550.853050501237,11550.853050501237,11594.210601204291,11575.445647451916,11550.853050501237,11550.853050501237,11550.853050501237,11550.853050501237,11594.210601204291,11625.857008089253,11575.445647451916,11734.366270324308,11734.366270324308,11625.857008089253,11538.587190283253,11505.329071887354,11490.450039445517,11766.395232217517
2010-06-24,11503.277488790767,11503.277488790767,11503.277488790767,11503.277488790767,11546.456458758694,11527.768793948646,11503.277488790767,11503.277488790767,11503.277488790767,11503.277488790767,11546.456458758694,11577.97252067458,11527.768793948646,11686.034855823033,11686.034855823033,11577.97252067458,11491.062149100331,11457.941013978063,11443.123265176753,11717.93189708264
2010-06-25,11511.773484262307,11511.773484262307,11511.773484262307,11511.773484262307,11554.984344996468,11536.282878005628,11511.773484262307,11511.773484262307,11511.773484262307,11511.773484262307,11554.984344996468,11586.523683784495,11536.282878005628,11694.665830717979,11694.665830717979,11586.523683784495,11499.549122667395,11466.4035252113,11451.574832439732,11726.586430230296
2010-06-28,11560.04980743168,11560.04980743168,11560.04980743168,11560.04980743168,11603.441879295482,11584.66198493935,11560.04980743168,11560.04980743168,11560.04980743168,11560.04980743168,11603.441879295482,11635.113482961196,11584.66198493935,11743.709139967714,11743.709139967714,11635.113482961196,11547.774181170058,11514.489582753202,11499.5987036673,11775.763603230907
2010-06-29,11331.52942737336,11331.52942737336,11331.52942737336,11331.52942737336,11374.063719822798,11355.65506855534,11331.52942737336,11331.52942737336,11331.52942737336,11331.52942737336,11374.063719822798,11405.109235623207,11355.65506855534,11511.558161324478,11511.558161324478,11405.109235623207,11319.49646708857,11286.869842400809,11272.273327907169,11542.978968310277
2010-06-30,11335.550287330454,11335.550287330454,11335.550287330454,11335.550287330454,11378.099672573358,11359.684489212485,11335.550287330454,11335.550287330454,11335.550287330454,11335.550287330454,11378.099672573358,11409.15620450995,11359.684489212485,11515.642902360654,11515.642902360654,11409.15620450995,11323.513057291217,11290.874855429378,11276.273161534227,11547.0748586503
2010-07-01,11188.961561414837,11188.961561414837,11188.961561414837,11188.961561414837,11230.960707806236,11212.783665355859,11188.961561414837,11188.961561414837,11188.961561414837,11188.961561414837,11230.960707806236,11261.61562382366,11212.783665355859,11366.72526021998,11366.72526021998,11261.61562382366,11177.07999406248,11144.86386191105,11130.45099375881,11397.750745689176
2010-07-02,11241.626466680998,11241.626466680998,11241.626466680998,11241.626466680998,11283.823297285882,11265.560697993304,11241.626466680998,11241.626466680998,11241.626466680998,11241.626466680998,11283.823297285882,11314.622501782547,11265.560697993304,11420.22687480058,11420.22687480058,11314.622501782547,11229.688974423047,11197.321205362463,11182.840497819438,11451.398392968531
2010-07-05,11283.460779088275,11283.460779088275,11283.460779088275,11283.460779088275,11325.814639941349,11307.484078660667,11283.460779088275,11283.460779088275,11283.460779088275,11283.460779088275,11325.814639941349,11356.728459840566,11307.484078660667,11462.725826376529,11462.725826376529,11356.728459840566,11271.478862940065,11238.99064125932,11224.456045567185,11494.013345465974
2010-07-06,11334.52847558379,11334.52847558379,11334.52847558379,11334.52847558379,11377.074025330352,11358.660501955115,11334.52847558379,11334.52847558379,11334.52847558379,11334.52847558379,11377.074025330352,11408.127757761995,11358.660501955115,11514.604856664611,11514.604856664611,11408.127757761995,11322.492330607274,11289.857070825634,11275.256693159688,11546.033979607717
2010-07-07,11410.647223038055,11410.647223038055,11410.647223038055,11410.647223038055,11453.478493885714,11434.941311697625,11410.647223038055,11410.647223038055,11410.647223038055,11410.647223038055,11453.478493885714,11484.740772373909,11434.941311697625,11591.93293440584,11591.93293440584,11484.740772373909,11398.530247501913,11365.675820676597,11350.977391956947,11623.573124397493
2010-07-08,11478.46479980777,11478.46479980777,11478.46479980777,11478.46479980777,11521.550632289145,11502.903276966126,11478.46479980777,11478.46479980777,11478.46479980777,11478.46479980777,11521.550632289145,11552.99871373224,11502.903276966126,11660.827957301759,11660.827957301759,11552.99871373224,11466.27580873188,11433.226116241973,11418.440329478679,11692.656196312177
2010-07-09,11543.397313872567,11543.397313872567,11543.397313872567,11543.397313872567,11586.726878549178,11567.974037023698,11543.397313872567,11543.397313872567,11543.397313872567,11543.397313872567,11586.726878549178,11618.352858607308,11567.974037023698,11726.792081298317,11726.792081298317,11618.352858607308,11531.139370907355,11497.90271965076,11483.033291187663,11758.800369436669
2010-07-12,11484.441562810505,11484.441562810505,11484.441562810505,11484.441562810505,11527.549829808517,11508.892764927177,11484.441562810505,11484.441562810505,11484.441562810505,11484.441562810505,11527.549829808517,11559.014286065923,11508.892764927177,11666.89967563099,11666.89967563099,11559.014286065923,11472.246225005138,11439.179323752318,11424.385838124686,11698.744487401327
2010-07-13,11574.487478086028,11574.487478086028,11574.487478086028,11574.487478086028,11617.93374352624,11599.13039443296,11574.487478086028,11574.487478086028,11574.487478086028,11574.487478086028,11617.93374352624,11649.64490274668,11599.13039443296,11758.37618791713,11758.37618791713,11649.64490274668,11562.196520450234,11528.870351964231,11513.960875241502,11790.470684899148
2010-07-14,11456.261618012628,11456.261618012628,11456.261618012628,11456.261618012628,11499.264108114334,11480.652822999955,11456.261618012628,11456.261618012628,11456.261618012628,11456.261618012628,11499.264108114334,11530.651358472296,11480.652822999955,11638.272024297356,11638.272024297356,11530.651358472296,11444.096204513486,11411.110441158999,11396.353255041977,11670.038696871035
2010-07-15,11553.288678929239,11553.288678929239,11553.288678929239,11553.288678929239,11596.655372063819,11577.886461508022,11553.288678929239,11553.288678929239,11553.288678929239,11553.288678929239,11596.655372063819,11628.308451952742,11577.886461508022,11736.840594596946,11736.840594596946,11628.308451952742,11541.020232315455,11507.755101067925,11492.87293121327,11768.876310160187
2010-07-16,11454.408465920891,11454.408465920891,11454.408465920891,11454.408465920891,11497.403999987799,11478.795725414126,11454.408465920891,11454.408465920891,11454.408465920891,11454.408465920891,11497.403999987799,11528.78617317918,11478.795725414126,11636.389430405461,11636.389430405461,11528.78617317918,11442.245020285458,11409.264592671234,11394.509793660165,11668.15096443764
2010-07-19,11583.45779501785,11583.45779501785,11583.45779501785,11583.45779501785,11626.937731648366,11608.11980981473,11583.45779501785,11583.45779501785,11583.45779501785,11583.45779501785,11626.937731648366,11658.673467261411,11608.11980981473,11767.489020015219,11767.489020015219,11658.673467261411,11571.157311795236,11537.80531527201,11522.88428359,11799.60839047956
2010-07-20,11629.201929008379,11629.201929008379,11629.201929008379,11629.201929008379,11672.85357188433,11653.961336356715,11629.201929008379,11629.201929008379,11629.201929008379,11629.201929008379,11672.85357188433,11704.714634819133,11653.961336356715,11813.959910140546,11813.959910140546,11704.714634819133,11616.852870052797,11583.369163445692,11568.389207245233,11846.206122935753
2010-07-21,11654.917243719716,11654.917243719716,11654.917243719716,11654.917243719716,11698.665412199149,11679.731400822671,11654.917243719716,11654.917243719716,11654.917243719716,11654.917243719716,11698.665412199149,11730.596928572237,11679.731400822671,11840.083774781555,11840.083774781555,11730.596928572237,11642.540877650596,11608.983129500624,11593.97004856036,11872.40129268569
2010-07-22,11749.329406996827,11749.329406996827,11749.329406996827,11749.329406996827,11793.431963168527,11774.344574386085,11749.329406996827,11749.329406996827,11749.329406996827,11749.329406996827,11793.431963168527,11825.622144916448,11774.344574386085,11935.995903472276,11935.995903472276,11825.622144916448,11736.852784574987,11703.02319754952,11687.888501206984,11968.57521360653
2010-07-23,11707.821742816715,11707.821742816715,11707.821742816715,11707.821742816715,11751.768494854607,11732.748537403455,11707.821742816715,11707.821742816715,11707.821742816715,11707.821742816715,11751.768494854607,11783.844956133249,11732.748537403455,11893.828789720108,11893.828789720108,11783.844956133249,11695.389197417117,11661.679122500722,11646.597893541002,11926.293004684465
2010-07-26,11738.011294843742,11738.011294843742,11738.011294843742,11738.011294843742,11782.071367086382,11763.00236515816,11738.011294843742,11738.011294843742,11738.011294843742,11738.011294843742,11782.071367086382,11814.230540078432,11763.00236515816,11924.497975751072,11924.497975751072,11814.230540078432,11725.546691134372,11691.74969210153,11676.629574990257,11957.045902282636
2010-07-27,11657.838679020357,11657.838679020357,11657.838679020357,11657.838679020357,11701.597813467288,11682.659056069193,11657.838679020357,11657.838679020357,11657.838679020357,11657.838679020357,11701.597813467288,11733.537333831928,11682.659056069193,11843.05162414323,11843.05162414323,11733.537333831928,11645.459210676721,11611.893050902027,11596.876206765188,11875.377242794515
2010-07-28,11687.567387125362,11687.567387125362,11687.567387125362,11687.567387125362,11731.438111942578,11712.45105873202,11687.567387125362,11687.567387125362,11687.567387125362,11687.567387125362,11731.438111942578,11763.459081425193,11712.45105873202,11873.252644632583,11873.252644632583,11763.459081425193,11675.156349842491,11641.504592849167,11626.449454188936,11905.660696992865
2010-07-29,11692.78662022877,11692.78662022877,11692.78662022877,11692.78662022877,11736.676936080772,11717.681403958104,11692.78662022877,11692.78662022877,11692.78662022877,11692.78662022877,11736.676936080772,11768.712204937961,11717.681403958104,11878.554797869043,11878.554797869043,11768.712204937961,11680.370040638036,11646.703256021061,11631.641394295586,11910.977322460723
2010-07-30,11732.937097190574,11732.937097190574,11732.937097190574,11732.937097190574,11776.97812280687,11757.917364173223,11732.937097190574,11732.937097190574,11732.937097190574,11732.937097190574,11776.97812280687,11809.123393784681,11757.917364173223,11919.343162203535,11919.343162203535,11809.123393784681,11720.477881775805,11686.695492769215,11671.581911898267,11951.877018667501
2010-08-02,11833.214873172421,11833.214873172421,11833.214873172421,11833.214873172421,11877.632303781274,11858.40863875271,11833.214873172421,11833.214873172421,11833.214873172421,11833.214873172421,11877.632303781274,11910.052310424615,11858.40863875271,12021.214093034348,12021.214093034348,11910.052310424615,11820.649172706047,11786.57805609367,11771.335304132455,12054.026006283524
2010-08-03,11816.03927977547,11816.03927977547,11816.03927977547,11816.03927977547,11860.392239677412,11841.196477282043,11816.03927977547,11816.03927977547,11816.03927977547,11816.03927977547,11860.392239677412,11892.765189552329,11841.196477282043,12003.765623821831,12003.765623821831,11892.765189552329,11803.491818085648,11769.470154783447,11754.24952726709,12036.529911460673
2010-08-04,11888.382995869042,11888.382995869042,11888.382995869042,11888.382995869042,11933.007506826554,11913.69421835057,11888.382995869042,11888.382995869042,11888.382995869042,11888.382995869042,11933.007506826554,11965.578660129828,11913.69421835057,12077.258694704722,12077.258694704722,11965.578660129828,11875.758712328454,11841.528751347761,11826.214935519334,12110.223581737899
2010-08-05,11962.179071581892,11962.179071581892,11962.179071581892,11962.179071581892,12007.08058520582,11987.647411216465,11962.179071581892,11962.179071581892,11962.179071581892,11962.179071581892,12007.08058520582,12039.853921034342,11987.647411216465,12152.22719944988,12152.22719944988,12039.853921034342,11949.47642392868,11915.033983522228,11899.6251085497,12185.39671307527
2010-08-06,11912.54610190588,11912.54610190588,11912.54610190588,11912.54610190588,11957.261312060285,11937.908769378117,11912.54610190588,11912.54610190588,11912.54610190588,11912.54610190588,11957.261312060285,11989.898666143874,11937.908769378117,12101.805690084655,12101.805690084655,11989.898666143874,11899.896159543403,11865.596626260312,11850.251685142954,12134.837578160877
2010-08-09,11969.742547711137,11969.742547711137,11969.742547711137,11969.742547711137,12014.672451775004,11995.2269905304,11969.742547711137,11969.742547711137,11969.742547711137,11969.742547711137,12014.672451775004,12047.46650960925,11995.2269905304,12159.910839678823,12159.910839678823,12047.46650960925,11957.031868396492,11922.56765063875,11907.149032904696,12193.101325806212
2010-08-10,11877.88055701008,11877.88055701008,11877.88055701008,11877.88055701008,11922.465645768783,11903.16941904388,11877.88055701008,11877.88055701008,11877.88055701008,11877.88055701008,11922.465645768783,11955.00802505407,11903.16941904388,12066.589399219447,12066.589399219447,11955.00802505407,11865.267426017826,11831.067704479494,11815.767417186824,12099.52516440227
2010-08-11,11654.916919556328,11654.916919556328,11654.916919556328,11654.916919556328,11698.665086818968,11679.731075969117,11654.916919556328,11654.916919556328,11654.916919556328,11654.916919556328,11698.665086818968,11730.596602303933,11679.731075969117,11840.083445468044,11840.083445468044,11730.596602303933,11642.540553831433,11608.982806614826,11593.969726092124,11872.400962473319
2010-08-12,11755.614996461807,11755.614996461807,11755.614996461807,11755.614996461807,11799.74114636833,11780.643546323134,11755.614996461807,11755.614996461807,11755.614996461807,11755.614996461807,11799.74114636833,11831.948549036722,11780.643546323134,11942.381354718555,11942.381354718555,11831.948549036722,11743.131699367415,11709.284014381767,11694.141221365404,11974.978093946971
2010-08-13,11719.628304028902,11719.628304028902,11719.628304028902,11719.628304028902,11763.619373449596,11744.58023563366,11719.628304028902,11719.628304028902,11719.628304028902,11719.628304028902,11763.619373449596,11795.728181710614,11744.58023563366,11905.822926694324,11905.822926694324,11795.728181710614,11707.183221232377,11673.439151942675,11658.34271456445,11938.319879664916
2010-08-16,11724.72267162338,11724.72267162338,11724.72267162338,11724.72267162338,11768.732863380781,11749.685449503166,11724.72267162338,11724.72267162338,11724.72267162338,11724.72267162338,11768.732863380781,11800.855628916557,11749.685449503166,11910.998230631438,11910.998230631438,11800.855628916557,11712.27217911378,11678.513441722951,11663.410442122839,11943.509309598167
2010-08-17,11811.117305023625,11811.117305023625,11811.117305023625,11811.117305023625,11855.451789686645,11836.264023291938,11811.117305023625,11811.117305023625,11811.117305023625,11811.117305023625,11855.451789686645,11887.811254599455,11836.264023291938,11998.76545160434,11998.76545160434,11887.811254599455,11798.57506998278,11764.567578414764,11749.353291055424,12031.516091269214
2010-08-18,11869.774003191806,11869.774003191806,11869.774003191806,11869.774003191806,11914.328663001528,11895.04560578946,11869.774003191806,11869.774003191806,11869.774003191806,11869.774003191806,11914.328663001528,11946.848832386004,11895.04560578946,12058.35405319974,12058.35405319974,11946.848832386004,11857.169480555627,11822.993100040288,11807.70325506532,12091.267339999175
2010-08-19,11835.07948340397,11835.07948340397,11835.07948340397,11835.07948340397,11879.50391305716,11860.277218873558,11835.07948340397,11835.07948340397,11835.07948340397,11835.07948340397,11879.50391305716,11911.929028259483,11860.277218873558,12023.108327106305,12023.108327106305,11911.929028259483,11822.511802906476,11788.43531756267,11773.190163735899,12055.925410668857
2010-08-20,11773.930570585975,11773.930570585975,11773.930570585975,11773.930570585975,11818.125470257586,11798.998115621982,11773.930570585975,11773.930570585975,11773.930570585975,11773.930570585975,11818.125470257586,11850.38305295238,11798.998115621982,11960.987916007549,11960.987916007549,11850.38305295238,11761.427824168575,11727.527403551188,11712.36101764343,11993.635441859522
2010-08-23,11709.2514346545,11709.2514346545,11709.2514346545,11709.2514346545,11753.203553216928,11734.181273158,11709.2514346545,11709.2514346545,11709.2514346545,11709.2514346545,11753.203553216928,11785.283931488493,11734.181273158,11895.281195668387,11895.281195668387,11785.283931488493,11696.817371063977,11663.103179667163,11648.020109074529,11927.749374975914
