,Stocks+Gold+BTC+BIL one-model Static Copula [mean_variance] PIT reselect,Stocks+Gold+BTC+BIL one-model Dynamic HMM Copula [mean_variance] PIT reselect
2022-08-24,20620.087125405295,20395.261385738737
2022-08-25,20888.411918406364,20671.82410855634
2022-08-26,20273.051996832804,20033.464464343488
2022-08-29,20552.207897649427,20278.68430263675
2022-08-30,20348.17311294493,20079.022182363642
2022-08-31,20260.79464760794,19982.588539252698
2022-09-01,20266.652711128194,19988.366164217463
2022-09-02,20112.832415723773,19836.658014289802
2022-09-05,20148.898722236634,19872.229085203453
2022-09-06,20019.97252837446,19745.073209597962
2022-09-07,20418.946648871548,20138.568915288106
2022-09-08,20434.17561791478,20153.588771496157
2022-09-09,20657.45425058974,20373.80150865439
2022-09-12,20994.75501626817,20706.470711997943
2022-09-13,20123.313442786053,19846.99512371207
2022-09-14,20467.002261216556,20185.96466383568
2022-09-15,20530.59135370718,20248.680598374536
2022-09-16,20346.812902077818,20067.425655260842
2022-09-19,20494.944289409417,20213.52301295483
2022-09-20,20485.66559535432,20204.371727000376
2022-09-21,20266.936263379037,19988.64582294046
2022-09-22,20142.098145879758,19865.521889284802
2022-09-23,19660.930570947578,19390.961348322257
2022-09-26,19514.67790008623,19246.716909966326
2022-09-27,19747.45438473219,19476.297081682005
2022-09-28,20226.45823069892,19948.723604390132
2022-09-29,19670.771163854828,19400.666817553254
2022-09-30,19296.336237935586,19031.37335253839
2022-10-03,19203.023660877832,18939.342074135275
2022-10-04,19617.481263074842,19348.10865391234
2022-10-05,19562.19836304026,19293.584857394904
2022-10-06,19658.88616405859,19388.94501370262
2022-10-07,19290.789652467764,19025.90292864195
2022-10-10,19131.36359890613,18868.665994643652
2022-10-11,18965.219766191687,18704.803525021358
2022-10-12,19131.001321832904,18868.308692088773
2022-10-13,19384.275211856504,19118.104814111808
2022-10-14,19055.47800729615,18793.822407332576
2022-10-17,19681.449962828647,19411.1989832308
2022-10-18,19712.71585761205,19442.035558085583
2022-10-19,20003.84606034891,19729.168178193682
2022-10-20,19979.6003871337,19705.255428464796
2022-10-21,20252.167162086986,19974.079519922903
2022-10-24,20131.29673180017,19854.868792160603
2022-10-25,20513.29019772587,20231.617008952657
2022-10-26,20538.979479883878,20256.953545063934
2022-10-27,20603.231053685955,20320.322864215388
2022-10-28,20734.44390507434,20449.73399867283
2022-10-31,20631.2872825013,20347.993845839315
2022-11-01,20805.224450237118,20519.542638223833
2022-11-02,20494.166525848625,20212.755929062696
2022-11-03,20582.241745080366,20299.62176512802
2022-11-04,20751.658937414322,20466.71264703895
2022-11-07,20592.091262265876,20309.336036095752
2022-11-08,20699.206086712533,20414.980039729366
2022-11-09,20223.86490554866,19946.165888845044
2022-11-10,20639.96994900582,20356.557288448603
2022-11-11,20594.324083170493,20311.538197570404
2022-11-14,20430.02011061599,20149.490324521706
2022-11-15,20382.484755365025,20102.607689286106
2022-11-16,20152.843851158897,19876.12004256023
2022-11-17,20087.11980667427,19811.298471594506
2022-11-18,20093.276758305914,19817.370880562223
2022-11-21,19984.629783151624,19710.215764570814
2022-11-22,20354.657916526965,20075.162947827517
2022-11-23,20463.051115663216,20182.067772463743
2022-11-24,20396.371837400195,20116.30408427683
2022-11-25,20217.64274518432,19940.02916654227
2022-11-28,19991.04623511818,19716.544110608545
2022-11-29,20108.728091355617,19832.61004744019
2022-11-30,20399.360917071554,20119.252120137353
2022-12-01,20488.540682925377,20207.207336015043
2022-12-02,20317.848180559435,20038.858655677534
2022-12-05,19978.615476602077,19704.2840419894
2022-12-06,19708.80757803166,19438.18094408304
2022-12-07,19690.060357617516,19419.691146505687
2022-12-08,19893.332723619835,19620.172328111486
2022-12-09,19774.161059055,19502.63703988832
2022-12-12,19835.457335565305,19563.09164168442
2022-12-13,20434.410852125697,20153.820775646494
2022-12-14,20349.731700657652,20070.304375077343
2022-12-15,19806.97837078412,19535.003728789387
2022-12-16,19822.193013464028,19550.00945535304
2022-12-19,19632.772844083967,19363.190262345517
2022-12-20,19797.69356332774,19525.84641337832
2022-12-21,20100.96467722639,19824.95323471877
2022-12-22,19843.12412532496,19570.653156810007
2022-12-23,19854.565664162914,19581.937588977216
2022-12-26,19805.00775376567,19533.06017081286
2022-12-27,19568.439890486807,19299.740680845578
2022-12-28,19371.398185304024,19105.404605275846
2022-12-29,19718.171218281674,19447.41600981467
2022-12-30,19734.935547187477,19463.950143469734
2023-01-03,19872.827545168082,19599.955993962667
2023-01-04,19840.61397384635,19568.02562712541
2023-01-05,19737.561581863833,19466.435063386827
2023-01-06,20345.894548796594,20066.434745119554
2023-01-09,20761.386938868865,20476.141377344862
2023-01-10,20781.622945437335,20495.920420465867
2023-01-11,20642.95198855986,20359.133357513576
2023-01-12,20781.941986729224,20496.194131841425
2023-01-13,20767.852026691424,20482.32043967237
2023-01-16,20684.79014184554,20400.480786238724
2023-01-17,20628.259316631076,20344.65490045453
2023-01-18,20630.96247988176,20347.3803144178
2023-01-19,20558.740526554546,20276.21201052733
2023-01-20,20366.159119941014,20086.405748698035
2023-01-23,20491.575080943676,20210.05144327612
2023-01-24,20671.6161906437,20387.616142230683
2023-01-25,20612.191010840033,20328.985299488086
2023-01-26,20280.851190615107,20002.27212861222
2023-01-27,20433.505307904452,20152.934211672913
2023-01-30,20318.34994697121,20039.36717718261
2023-01-31,20194.030257402585,19916.672667107825
2023-02-01,20662.85090958247,20379.054239781955
2023-02-02,21423.692909027282,21129.44635374719
2023-02-03,21472.984246260345,21178.060692563246
2023-02-06,21495.670830074036,21200.435684478813
2023-02-07,21876.80681446164,21576.336906074797
2023-02-08,21445.285319895593,21150.74220078101
2023-02-09,21283.101200784597,20990.78562099165
2023-02-10,21023.566190765967,20734.815229033822
2023-02-13,21213.107008478044,20921.752773214415
2023-02-14,21422.662550279394,21128.43014659836
2023-02-15,21358.049019377973,21064.70405881764
2023-02-16,21555.065464966563,21259.014555870926
2023-02-17,21338.49424903554,21045.417866065305
2023-02-20,21418.620157528087,21124.443274627112
2023-02-21,21219.85009905514,20928.403249918505
2023-02-22,21099.96579126909,20810.165509078124
2023-02-23,21485.52243495919,21190.426673844355
2023-02-24,21200.20646589277,20909.029414844437
2023-02-27,21296.788772775868,21004.285199207723
2023-02-28,21367.379820929957,21073.906705236597
2023-03-01,21713.490531765838,21415.263712551736
2023-03-02,21490.36413566916,21195.201875572966
2023-03-03,22974.48078711406,22658.934729781045
2023-03-06,22835.43031803559,22521.794067835734
2023-03-07,22777.86256205979,22465.016983849266
2023-03-08,22861.475363930145,22547.481394588725
2023-03-09,22639.188417973986,22328.247478211037
2023-03-10,22420.954330406665,22113.01075570043
2023-03-13,22443.800466176206,22135.54310818433
2023-03-14,22302.937918750715,21996.6152561227
2023-03-15,22617.576962364117,22306.932848008204
2023-03-16,22945.685633958172,22630.53506748011
2023-03-17,23124.123512447826,22806.522167231473
2023-03-20,22914.16338196095,22599.44576203903
2023-03-21,23290.516300536885,22970.629611475913
2023-03-22,23259.672515842492,22940.209454838398
2023-03-23,23602.912382499188,23278.735047964965
2023-03-24,23533.77595605041,23210.54818494642
2023-03-27,23469.11759780767,23146.777885511463
2023-03-28,23714.90754171761,23389.191994796383
2023-03-29,23941.35044036836,23612.524783384473
2023-03-30,24067.30019478414,23736.744664172373
2023-03-31,24303.252636970086,23969.45638620713
2023-04-03,23796.841519046746,23470.000639033235
2023-04-04,23660.256364557117,23335.291431486166
2023-04-05,23034.339331477986,22717.971139018315
2023-04-06,23019.864473617476,22703.69508801532
2023-04-07,23219.536664074698,22900.624854256665
2023-04-10,23529.98588905536,23206.81017312983
2023-04-11,23576.434590139554,23252.620918360695
2023-04-12,23286.2145067693,22966.3869012661
2023-04-13,23486.684480946948,23164.103493961422
2023-04-14,23430.119784361123,23108.315692712524
2023-04-17,23590.220389299862,23266.21737463171
2023-04-18,23725.98138279411,23400.113740732042
2023-04-19,23408.130562386486,23086.628484627225
2023-04-20,23048.78940256955,22732.222743689537
2023-04-21,22705.410439230807,22393.559964322772
2023-04-24,22594.594860176338,22284.2663965549
2023-04-25,22137.412771763375,21833.36353624806
2023-04-26,22283.85653189941,21977.795945113092
2023-04-27,22599.335374889957,22288.94180203966
2023-04-28,22779.3816152516,22466.515173403302
2023-05-01,22760.23311873114,22447.62967445118
2023-05-02,22662.178996974042,22350.922290050734
2023-05-03,22356.452206300284,22049.394544583352
2023-05-04,22317.664943331845,22011.140010429022
2023-05-05,22699.42248590623,22387.65425333833
2023-05-08,22884.28632470533,22569.97905519391
2023-05-09,22709.79555942017,22397.884856496566
2023-05-10,22877.67941430896,22563.462888285765
2023-05-11,22664.635614375973,22353.345166714724
2023-05-12,22630.563695121204,22319.74121275964
2023-05-15,22755.52283887043,22442.98408855473
2023-05-16,22878.02859231414,22563.807270459263
2023-05-17,23270.123771726416,22950.51716656049
2023-05-18,23692.685118138237,23367.274788044768
2023-05-19,23587.055922512904,23263.096370634084
2023-05-22,23870.798865364508,23542.94220835663
2023-05-23,23703.094401213486,23377.541103439286
2023-05-24,23646.67901756476,23321.90056436913
2023-05-25,24563.34308622371,24225.97458864604
2023-05-26,25222.827375124984,24876.40110300328
2023-05-29,25415.934018949476,25066.855497984012
2023-05-30,25529.364891156758,25178.72843881359
2023-05-31,25385.79633059583,25037.131739713288
2023-06-01,25651.656288276605,25299.340208499652
2023-06-02,25731.322106826243,25377.911846284976
2023-06-05,25956.93180788493,25600.422880943977
2023-06-06,25953.254268254528,25596.795850969997
2023-06-07,25273.5029007566,24926.38061889852
2023-06-08,25677.29500430916,25324.626786182107
2023-06-09,25715.873781232116,25362.675697770224
2023-06-12,26284.705203994115,25923.694429816693
2023-06-13,26411.316384944406,26048.56665268852
2023-06-14,26798.237078844606,26430.173132936103
2023-06-15,26823.84513321979,26455.42947008777
2023-06-16,26396.22017423997,26033.677782894752
2023-06-19,26498.332399517258,26134.38753425368
2023-06-20,26539.071509953334,26174.567107967403
2023-06-21,26059.45604869161,25701.53898895029
2023-06-22,26216.258264952743,25856.187584349176
2023-06-23,26303.610920232186,25942.340482984433
2023-06-26,25716.32681909886,25363.122513328213
2023-06-27,26181.315819830565,25821.72506087981
2023-06-28,26284.07033318375,25923.068278723767
2023-06-29,26464.38135296821,26100.902792862067
2023-06-30,27001.951333904362,26631.089447506896
2023-07-03,26955.96563642632,26585.735346697667
2023-07-04,26749.786508420686,26382.38801330578
2023-07-05,26648.332723301228,26282.327658670885
2023-07-06,26505.754532185016,26141.707726654648
2023-07-07,26649.636587314635,26283.61361459085
2023-07-10,26641.429751949785,26275.51949709617
2023-07-11,26655.229115037575,26289.129330999105
2023-07-12,26888.119124569508,26518.820681767826
2023-07-13,27275.534601271433,26900.915149157026
2023-07-14,27127.44062042036,26754.855184752516
2023-07-17,27590.635459281686,27211.688212588204
2023-07-18,27927.27857097117,27543.7076547547
2023-07-19,27469.410291207274,27092.128027683153
2023-07-20,26279.520851056386,25918.58128206282
2023-07-21,26219.50234156463,25859.387104760004
2023-07-24,26493.541863209648,26129.662794203123
2023-07-25,26834.762471010017,26466.196862252284
2023-07-26,26387.3357882552,26024.915420689078
2023-07-27,26210.473529558552,25850.482300171432
2023-07-28,27060.61240736344,26688.944832662455
2023-07-31,27065.571219458252,26693.835537294035
2023-08-01,27108.629502350177,26736.302430481537
2023-08-02,26351.80412604999,25989.871772816947
2023-08-03,26537.537076519508,26173.053749413295
2023-08-04,26832.174055181396,26463.64399736458
2023-08-07,27238.612897197716,26864.500551131005
2023-08-08,27027.24906849197,26656.039726999286
2023-08-09,26422.41238561218,26059.51025386155
2023-08-10,26428.669333066005,26065.681264439663
2023-08-11,26125.19453950871,25766.37458573529
2023-08-14,26663.83750184071,26297.6194847705
2023-08-15,26416.62615998719,26053.8034999208
2023-08-16,26097.46508958531,25739.025989624275
2023-08-17,25810.43220453841,25455.935395854416
2023-08-18,25573.140839898224,25221.903140973674
2023-08-21,26330.356064447456,25968.718292464746
2023-08-22,26184.606842363577,25824.970882426773
2023-08-23,26599.05522304421,26233.726966785074
2023-08-24,25976.823831768652,25620.041695184
2023-08-25,26142.73189932666,25783.671076355895
2023-08-28,26358.092161508826,25996.073444417725
2023-08-29,27324.617133627977,26949.32355095484
2023-08-30,27281.613488471354,26906.91054507341
2023-08-31,27478.281717552778,27100.877608245388
2023-09-01,27311.706007801607,26928.781160917475
2023-09-04,27198.93800192412,26816.413855552524
2023-09-05,27259.78541041684,26878.56618124615
2023-09-06,27230.78719451822,26842.11688513761
2023-09-07,27223.861535849574,26833.768162221964
2023-09-08,27236.91859021881,26848.627152066314
2023-09-11,27371.102455108765,26985.42406653801
2023-09-12,27327.104701236203,26939.136743138642
2023-09-13,27385.958302060295,26986.6333810626
2023-09-14,27754.065793077752,27355.049320851158
2023-09-15,27458.99612353925,27069.078674373028
2023-09-18,27002.675874673114,26611.665454797203
2023-09-19,27004.434924640682,26618.789171439716
2023-09-20,26592.975873411648,26215.71524598892
2023-09-21,26362.32869321481,25988.34013659486
2023-09-22,26481.25120153074,26109.386314518826
2023-09-25,26456.338193963897,26080.922456406974
2023-09-26,26388.674639401892,26011.27038971609
2023-09-27,26561.91453972674,26177.084086561732
2023-09-28,26959.00620066279,26569.14308062308
2023-09-29,27019.997015497644,26636.628895761653
2023-10-02,27032.863204761456,26649.312535531342
2023-10-03,26642.841890037962,26264.82496450133
2023-10-04,26831.044996738638,26450.357787000907
2023-10-05,26675.806765018515,26297.32212358497
2023-10-06,26477.529830905158,26101.858404268583
2023-10-09,26226.96750091567,25854.85113053131
2023-10-10,26172.822949586218,25801.474798932795
2023-10-11,26540.392844534806,26163.82949791311
2023-10-12,26087.23842882283,25717.10457796318
2023-10-13,26104.00047462944,25733.628798651604
2023-10-16,25422.261725775945,25061.562771158853
2023-10-17,25420.416786315825,25059.744008273494
2023-10-18,25259.513851239524,24901.12401407408
2023-10-19,25148.439058983997,24791.625185510657
2023-10-20,24608.015778972345,24258.86959904467
2023-10-23,24644.859629865725,24295.190697924685
2023-10-24,24528.910865908314,24180.88705108548
2023-10-25,24243.169598038377,23899.199969177575
2023-10-26,23355.790071969626,23024.410859762313
2023-10-27,23683.92351814574,23347.888646568408
2023-10-30,23739.095297749463,23402.277631807014
2023-10-31,23316.76277127679,22985.937290547547
2023-11-01,23665.484416880718,23330.31299689455
2023-11-02,23737.04503010321,23401.411509839534
2023-11-03,23812.826196798134,23475.759837415288
2023-11-06,23563.82531609595,23230.264476972963
2023-11-07,23729.398099883932,23394.081885579093
2023-11-08,23632.43655557721,23298.828830691604
2023-11-09,23456.98205235213,23125.473433006035
2023-11-10,23672.8894410348,23339.05814843999
2023-11-13,23691.823738123487,23357.93376166174
2023-11-14,23453.89719774515,23123.40635077598
2023-11-15,23591.88663427896,23258.93475657187
2023-11-16,23533.60237396305,23201.71941369172
2023-11-17,23324.67290987602,22995.96568328369
2023-11-20,23559.474546563117,23227.457525672693
2023-11-21,23431.0822370648,23100.728977283
2023-11-22,23601.843868430562,23269.349570628903
2023-11-23,23595.95401959856,23263.749484641652
2023-11-24,23604.108891055534,23271.872025559107
2023-11-27,23644.682361849278,23312.403106806374
2023-11-28,23584.71378763214,23253.424861854186
2023-11-29,23395.365677137786,23066.456909674704
2023-11-30,23514.360649206184,23183.917932935434
2023-12-01,23829.65945275421,23494.785903996217
2023-12-04,23424.225424391865,23095.04936082597
2023-12-05,23811.72291404693,23477.10142396318
2023-12-06,23720.7867198308,23387.44313831842
2023-12-07,24091.782456389265,23753.22534427139
2023-12-08,24200.017662746377,23859.939542419168
2023-12-11,24418.73557259358,24075.583852209573
2023-12-12,24745.149460276905,24397.410709299817
2023-12-13,24909.169411837574,24559.125720525302
2023-12-14,24623.561901699853,24277.531796929237
2023-12-15,24592.197479413495,24246.608132741687
2023-12-18,24717.3022412892,24369.95482184011
2023-12-19,24791.334053707862,24442.946279662232
2023-12-20,24494.717315200513,24150.49783823197
2023-12-21,24984.968826296576,24633.859940621624
2023-12-22,24835.928205605473,24486.913758655457
2023-12-25,24723.443676298808,24376.00995246336
2023-12-26,24906.166409244182,24556.164918540664
2023-12-27,24964.174049421916,24613.357388683766
2023-12-28,24807.16393170508,24458.55370347659
2023-12-29,24744.216652504943,24396.491010093225
2024-01-02,24368.390497119522,24025.94626624537
2024-01-03,23969.526386726953,23632.687315271218
2024-01-04,24097.831250250965,23759.189135614677
2024-01-05,24156.786095754247,23817.315500191937
2024-01-08,24579.61653006248,24234.203981014
2024-01-09,24690.010933540874,24343.047033507744
2024-01-10,24796.443547522213,24447.98397075823
2024-01-11,24921.08459657343,24570.87346349789
2024-01-12,24555.23604433997,24210.166109494192
2024-01-15,24390.0104336976,24047.26238207853
2024-01-16,24286.680693044094,23945.384714083197
2024-01-17,24405.62976503717,24062.662218006295
2024-01-18,24679.667665303394,24332.849117198064
2024-01-19,25187.895617325943,24833.93504110186
2024-01-22,24893.518029625866,24543.694284130037
2024-01-23,24953.14162089296,24602.479996717542
2024-01-24,25727.998651583694,25366.448112937553
2024-01-25,25650.748862028973,25290.283899583377
2024-01-26,25476.95177127667,25118.929145393184
2024-01-29,25627.81733333463,25267.674623181712
2024-01-30,25385.44293055221,25028.706260529612
2024-01-31,25158.361752969802,24804.81621037158
2024-02-01,25484.17288599811,25126.048783200218
2024-02-02,26241.30892669369,25872.544939035386
2024-02-05,26444.535186655106,26072.915300069286
2024-02-06,26332.51834715105,25962.47261132638
2024-02-07,26577.978314473803,26204.483177683145
2024-02-08,26543.71307017543,26170.699456168593
2024-02-09,26921.77866798708,26543.452171995777
2024-02-12,26977.04071870117,26597.93763590757
2024-02-13,26689.303438079016,26314.243871075596
2024-02-14,27340.776192181453,26956.56160584098
2024-02-15,27580.97269965085,27193.382678717408
2024-02-16,27315.140046543704,26931.28571994942
2024-02-19,27303.635857079382,26919.9431966121
2024-02-20,27070.750596399008,26690.330627001953
2024-02-21,26850.782279539195,26473.4534819244
2024-02-22,27974.595454363876,27581.473929759395
2024-02-23,27979.625810517042,27586.433595300314
2024-02-26,28085.653156259017,27690.970959466835
2024-02-27,28176.457791903667,27780.49953530701
2024-02-28,28041.781601232127,27647.715922831692
2024-02-29,28569.034271163608,28167.559214000452
2024-03-01,29263.477843231867,28852.24390622186
2024-03-04,29767.78577950594,29349.464901592655
2024-03-05,29297.124555026327,28885.417787348935
2024-03-06,29705.44263270238,29287.997850851323
2024-03-07,30109.26184743807,29686.142273055324
2024-03-08,29335.95907411596,28923.706572528794
2024-03-11,28980.668259638227,28573.40859045478
2024-03-12,29540.715027566446,29125.585130568023
2024-03-13,29719.34433504667,29301.704195288512
2024-03-14,29346.563856505185,28934.16232798293
2024-03-15,29235.930054867342,28825.083241545297
2024-03-18,29580.292287817945,29164.606219313293
2024-03-19,29322.299463241725,28910.238917497525
2024-03-20,29946.075756040485,29525.24940391896
2024-03-21,29956.98378473475,29536.00414421705
2024-03-22,30266.59621193954,29841.265648470413
2024-03-25,30547.50163253346,30118.22356006841
2024-03-26,30399.621030913753,29972.42109565226
2024-03-27,30312.050778722958,29886.081451107155
2024-03-28,30424.713169220784,29997.160619041842
2024-03-29,30205.892129614043,29781.41462875426
2024-04-01,30560.89887645218,30131.432535135715
2024-04-02,30425.001339646456,29997.444739864808
2024-04-03,30729.491224857877,30297.65568820665
2024-04-04,30179.971261479917,29755.858021515935
2024-04-05,30782.235911560307,30349.659164131423
2024-04-08,30738.690268512855,30306.725459498335
2024-04-09,30467.746401098106,30039.589113318867
2024-04-10,30257.048653217164,29831.852259725492
2024-04-11,31025.373191492683,30589.379683369953
2024-04-12,30036.759798281295,29614.659081030844
2024-04-15,29612.958660381857,29196.81353772551
2024-04-16,29947.976472560687,29527.12341004125
2024-04-17,29174.09034998821,28764.112557957396
2024-04-18,29231.27802316591,28820.496583936518
2024-04-19,28093.12175601237,27698.334604447016
2024-04-22,28427.735677122775,28028.2462614966
2024-04-23,29189.28996854912,28779.098579248173
2024-04-24,28684.947113682003,28281.843155988518
2024-04-25,28734.827527658992,28331.022610252872
2024-04-26,29108.395587590872,28699.340991221437
2024-04-29,29118.060014237613,28708.869605568627
2024-04-30,28872.124036157657,28466.38971774082
2024-05-01,28644.9659626208,28242.423852232165
2024-05-02,28857.664274251834,28452.1331560441
2024-05-03,29081.903828660787,28673.221515803973
2024-05-06,29558.03641272818,29142.663101688115
2024-05-07,29316.27614433798,28904.300243117596
2024-05-08,29537.570889762133,29122.48517671802
2024-05-09,29565.310904380876,29149.835366330808
2024-05-10,29369.419001769544,28956.696294356043
2024-05-13,29550.34531972838,29135.080090115658
2024-05-14,29623.999147526036,29207.698875060807
2024-05-15,29991.968169217966,29570.49689997994
2024-05-16,29703.447302547578,29286.030560681385
2024-05-17,29879.30460256232,29459.41657241575
2024-05-20,30263.15737929451,29837.87514106873
2024-05-21,30274.15154944031,29848.71481228937
2024-05-22,30205.57977766366,29781.10666622483
2024-05-23,30114.181148827072,29690.992444462994
2024-05-24,30471.658346083448,30043.446084505613
2024-05-27,30589.69884620889,30159.827784544024
2024-05-28,30888.0137237066,30453.950501349176
2024-05-29,30822.318154551915,30389.178139193067
2024-05-30,30692.104810515997,30260.794657841478
2024-05-31,30685.373014964145,30254.157462897347
2024-06-03,30920.64914188202,30486.127300368855
2024-06-04,30845.83428211744,30412.36379921219
2024-06-05,31328.462233473234,30888.209474257208
2024-06-06,31043.997657745233,30607.742423636886
2024-06-07,30887.47121971146,30453.415621056687
2024-06-10,31163.06528231071,30725.13681413624
2024-06-11,31260.997316606685,30821.692628686957
2024-06-12,31647.7125320124,31202.973410722003
2024-06-13,31560.382606928524,31116.870716013935
2024-06-14,31565.14789638494,31121.5690397886
2024-06-17,31626.906911982405,31182.460168005553
2024-06-18,31912.867513159403,31464.402220721502
2024-06-19,31820.778811440676,31373.607623536915
2024-06-20,31538.94263650979,31095.732037310823
2024-06-21,31360.347051521232,30919.646221186413
2024-06-24,31317.84450940007,30877.740958986087
2024-06-25,31641.360984227584,31196.71111999732
2024-06-26,31784.73332830913,31338.068680537726
2024-06-27,31773.122220100457,31326.620740964285
2024-06-28,31506.645515899687,31063.888781826856
2024-07-01,31798.139073701634,31351.286037609265
2024-07-02,32153.525267834237,31701.67805898649
2024-07-03,32825.61617000409,32364.324199012593
2024-07-04,32725.501200345363,32265.61612546331
2024-07-05,33094.623468998834,32629.55119098974
2024-07-08,33075.4164334372,32610.61406814643
2024-07-09,33261.650762056095,32794.23128212931
2024-07-10,33416.026101304924,32946.43721489553
2024-07-11,32430.974086105383,31975.22794321883
2024-07-12,32441.766805506224,31985.868994642482
2024-07-15,32669.490268393187,32210.39230419516
2024-07-16,32479.432862580805,32023.005737975695
2024-07-17,31352.854079048026,30912.25854599147
2024-07-18,30847.970065284182,30414.46956863532
2024-07-19,30865.34862503435,30431.603910880516
2024-07-22,31539.473209820644,31096.255154578572
2024-07-23,31406.84474432019,30965.490490992557
2024-07-24,30020.631996127584,29598.757919729942
2024-07-25,29546.334526719336,29131.125659997153
2024-07-26,29699.60692789473,29282.24415406322
2024-07-29,29737.033825322087,29319.14509861301
2024-07-30,29196.369811372417,28786.078930423417
2024-07-31,30144.181931614425,29720.571632110965
2024-08-01,29318.334091310913,28906.329270163737
2024-08-02,29144.715482966403,28735.150490202926
2024-08-05,27987.83736960499,27594.529758952656
2024-08-06,28059.774938751252,27665.45640349394
2024-08-07,27919.815857257487,27527.464139629006
2024-08-08,28511.6937775612,28111.02451515217
2024-08-09,28438.30440366728,28038.666467791718
2024-08-12,28562.667557787998,28161.281970804044
2024-08-13,29098.49730436269,28689.581806633636
2024-08-14,29108.08711361989,28699.03685217489
2024-08-15,29511.45172676566,29096.733061216295
2024-08-16,29574.99563285856,29159.383997211262
2024-08-19,29788.415577248652,29369.80479281807
2024-08-20,29753.600056472613,29335.47852775369
2024-08-21,29629.78986237799,29213.40821412824
2024-08-22,29337.827611164783,28925.548851391515
2024-08-23,29638.555844415103,29222.05100953237
2024-08-26,29207.46142747047,28797.01467820739
2024-08-27,29286.127374687898,28874.575148237313
2024-08-28,29319.601396511072,28907.578766171526
2024-08-29,28950.88716106857,28544.045999845068
2024-08-30,29249.80604623853,28838.764236320647
2024-09-02,29262.751730686163,28851.527997593894
2024-09-03,29085.534511429883,28676.80117729741
2024-09-04,29293.083151894538,28881.433177265793
2024-09-05,29958.97272002586,29537.965129389082
2024-09-06,29057.363921894063,28649.02646355273
2024-09-09,29284.84660921645,28873.31238111282
2024-09-10,29769.929287829636,29351.578287612647
2024-09-11,29967.29911322103,29546.174513407383
2024-09-12,30440.099269732844,30012.33050168934
2024-09-13,30077.035411405912,29654.36870883275
2024-09-16,29708.98514205702,29291.490578014105
2024-09-17,29668.05848180881,29251.13905212664
2024-09-18,29727.943384652397,29310.182404130108
2024-09-19,30388.599058047774,29961.55401241765
2024-09-20,30147.525251227835,29723.86796870706
2024-09-23,30284.110620214393,29858.533930187536
2024-09-24,30609.299485403797,30179.152979785646
2024-09-25,30399.29591521801,29972.100548743885
2024-09-26,30397.06842511314,29969.90436112228
2024-09-27,30233.269646061726,29808.407414311983
2024-09-30,30160.332365455943,29736.495107061008
2024-10-01,30329.50068052382,29903.28613284715
2024-10-02,30094.97572683955,29672.056912518558
2024-10-03,29760.41658789006,29342.19926778689
2024-10-04,29745.188034420997,29327.18471820459
2024-10-07,29830.84132849395,29411.63434326976
2024-10-08,29896.295837814032,29476.16903315804
2024-10-09,29954.70210793827,29533.754531378887
2024-10-10,30390.035898211543,29962.97066094733
2024-10-11,30368.044906725332,29941.288704568164
2024-10-14,30368.044906725332,29941.288704568164
2024-10-15,30404.41833515583,29977.150984315093
2024-10-16,30513.00559932885,30084.212292879067
2024-10-17,31417.523605470134,30976.019284193073
2024-10-18,31452.190065754778,31010.198583484027
2024-10-21,31319.636024505417,30879.50729827965
2024-10-22,31233.02636949878,30794.114751834146
2024-10-23,31233.026369498777,30794.11475183413
2024-10-24,30727.701591712084,30295.891204425854
2024-10-25,30819.236047062946,30386.13934395849
2024-10-28,30806.124317830778,30373.21187129562
2024-10-29,30505.84057873672,30077.14796092151
2024-10-30,30401.345409859096,29974.12124223719
2024-10-31,30879.154383118195,30445.21565934321
2024-11-01,30670.98693858932,30239.973551243227
2024-11-04,30415.63759230749,29988.212579437837
2024-11-05,31061.98057504844,30625.47263051648
2024-11-06,30526.38350201489,30097.402198512227
2024-11-07,30888.25245704079,30454.18587981044
2024-11-08,30721.100364416372,30289.382742887643
2024-11-11,31025.345795874815,30589.35267273735
2024-11-12,30848.13693885482,30414.63409716428
2024-11-13,30952.398402119405,30517.430394454866
2024-11-14,30672.173443860353,30241.143382787486
2024-11-15,30345.926478719648,29919.481102509984
2024-11-18,30404.67503580342,29977.404077598592
2024-11-19,31021.41628004434,30585.47837762515
2024-11-20,31087.499636534463,30650.633077617025
2024-11-21,30726.261228148167,30294.471082009684
2024-11-22,30846.68831796824,30413.205833464006
2024-11-25,30449.80042615336,30021.895329653962
2024-11-26,30083.19342094432,29660.44018106618
2024-11-27,30216.23678793747,29791.613915615268
2024-11-28,30349.701322637247,29923.202899283493
2024-11-29,31027.61479591261,30591.5897869609
2024-12-02,31140.128447766252,30702.52230644651
2024-12-03,31052.13358498552,30615.764018281134
2024-12-04,31492.66585659518,31050.10557594337
2024-12-05,31239.81620801182,30800.80917407305
2024-12-06,31519.939252151096,31076.995703799857
2024-12-09,31189.932949444355,30751.62691519268
2024-12-10,30805.955958336213,30373.045877724104
2024-12-11,31312.673710059396,30872.642823878294
2024-12-12,31328.925368623273,30888.666101059418
2024-12-13,31506.23291530265,31063.48197942537
2024-12-16,31879.253803366435,31431.260877825192
2024-12-17,31791.455975363275,31344.69685554615
2024-12-18,30940.60182338462,30505.799590736347
2024-12-19,30822.5004445964,30389.357867551116
