,Stocks+Gold+BTC+BIL one-model capped Static Copula [mean_variance] PIT reselect,Stocks+Gold+BTC+BIL one-model capped Dynamic HMM Copula [mean_variance] PIT reselect
2020-04-24,11852.303423040972,11854.367095697402
2020-04-27,11877.107481193803,11879.643786204068
2020-04-28,11694.970734320572,11697.796407613241
2020-04-29,11833.427577602153,11839.03449455023
2020-04-30,11826.011970892112,11831.745095834378
2020-05-01,11609.093385985185,11614.721351102431
2020-05-04,11854.125234129076,11859.871988082634
2020-05-05,11845.386278533497,11851.12879593424
2020-05-06,11848.388274295647,11854.132247032036
2020-05-07,12170.73293514167,12176.63317714446
2020-05-08,12171.558725289602,12177.459367626681
2020-05-11,12193.347205697228,12199.258410858089
2020-05-12,12045.794720723696,12051.634394007711
2020-05-13,12026.349382708124,12032.179629098891
2020-05-14,12239.416534258064,12245.350073339887
2020-05-15,12406.533071495132,12412.547626898458
2020-05-18,12403.499660483049,12409.512745320948
2020-05-19,12438.891786988333,12444.922029553092
2020-05-20,12518.5441848533,12524.61304205417
2020-05-21,12243.315268126707,12249.250697273284
2020-05-22,12344.351968731131,12350.33637939656
2020-05-25,12359.865175816414,12365.857107119798
2020-05-26,12154.936198339461,12160.828782252102
2020-05-27,12140.265049584985,12146.1505210806
2020-05-28,12138.067271966704,12143.951678003083
2020-05-29,12383.37215324838,12389.375480484634
2020-06-01,12367.579455910407,12373.348017969656
2020-06-02,12558.417860027253,12564.1046405975
2020-06-03,12500.268590336538,12505.861653902839
2020-06-04,12463.05184299188,12468.724413093634
2020-06-05,12742.073723462483,12747.88637200579
2020-06-08,12689.04947301569,12694.543877548474
2020-06-09,12667.635447142811,12673.67042516719
2020-06-10,12693.477908733104,12699.691581543158
2020-06-11,12148.213025105679,12153.784912482783
2020-06-12,12153.187087943694,12158.829512069473
2020-06-15,12049.742559495136,12055.810077751035
2020-06-16,12259.31225289137,12265.303219843983
2020-06-17,12451.584838569612,12457.56372598524
2020-06-18,12520.933630418976,12526.87245335843
2020-06-19,12452.378582778503,12458.468230648003
2020-06-22,12486.394229401492,12492.64636934322
2020-06-23,12526.36247465069,12532.568402040559
2020-06-24,12218.237012930498,12224.373943999542
2020-06-25,12244.672682584645,12250.843146454006
2020-06-26,12145.518455036934,12151.27570792503
2020-06-29,12107.04220575393,12112.851555370002
2020-06-30,12316.629460776036,12322.749043604485
2020-07-01,12479.901890050234,12486.1025956532
2020-07-02,12723.886577801162,12730.20850849337
2020-07-03,12695.406891629817,12701.714672038535
2020-07-06,12907.723615178189,12914.136886279777
2020-07-07,12784.386771570405,12790.738762105531
2020-07-08,12874.32797784189,12880.724656143519
2020-07-09,12966.468181524251,12972.91064017594
2020-07-10,12935.501670264688,12941.928743040628
2020-07-13,12636.21344524642,12642.491815076608
2020-07-14,12714.424868129388,12720.742097720842
2020-07-15,12902.348675050594,12908.759275584607
2020-07-16,12698.926221473552,12705.235750480017
2020-07-17,12854.171618310324,12860.558281817563
2020-07-20,13032.762275530873,13039.237672755624
2020-07-21,13098.560088778944,13105.068177997016
2020-07-22,13019.324845320232,13025.793566086344
2020-07-23,12896.270979966457,12902.678560765356
2020-07-24,12699.408983655385,12705.71875252481
2020-07-27,12784.487635847807,12790.839676497892
2020-07-28,12655.165106386119,12661.452892449903
2020-07-29,12634.272222906686,12640.549628230237
2020-07-30,12607.911118954864,12614.175426623768
2020-07-31,12873.78048237812,12880.176888653725
2020-08-03,12981.296746656779,12985.166314468008
2020-08-04,13216.0109591697,13224.222531929488
2020-08-05,13392.27566690593,13386.942327734294
2020-08-06,13510.658453023436,13504.245328221563
2020-08-07,13243.529232124736,13231.58580941811
2020-08-10,13308.883651062468,13278.881912443865
2020-08-11,13021.483662301822,12985.957437451372
2020-08-12,13355.199853122967,13325.541132324053
2020-08-13,13406.946255086546,13386.562512686945
2020-08-14,13350.780134740018,13317.942251576353
2020-08-17,13500.801770224103,13470.57768354116
2020-08-18,13551.689148912965,13526.89706082983
2020-08-19,13399.451851702757,13370.283834433143
2020-08-20,13499.87038660582,13462.28225881895
2020-08-21,13663.696337156194,13628.234827326942
2020-08-24,13982.141296287498,13937.583461784217
2020-08-25,13957.68354312697,13911.25238364936
2020-08-26,13998.602603218269,13960.786469165854
2020-08-27,13817.591088934065,13771.581203439693
2020-08-28,13959.259834253546,13906.490213368694
2020-08-31,13961.847410976707,13910.489631801482
2020-09-01,14323.076519331255,14270.389981558941
2020-09-02,14401.479336147193,14348.504398535359
2020-09-03,13723.355408215542,13672.874906899928
2020-09-04,13456.025277335322,13406.528133123142
2020-09-08,12854.213720404277,12806.930302222485
2020-09-09,13280.897921537739,13232.04497230935
2020-09-10,12897.797511441835,12850.353773020906
2020-09-11,12701.288236504028,12654.567345114086
2020-09-14,12861.7997782409,12814.488455221606
2020-09-15,13052.635247842923,13004.621948529364
2020-09-16,12759.34154548391,12712.407108641479
2020-09-17,12564.844676942721,12518.625684620687
2020-09-18,12392.900172666703,12347.313667408962
2020-09-21,12587.829590176505,12541.526049294138
2020-09-22,12943.421542153244,12895.80997859962
2020-09-23,12540.297412715801,12494.168715964142
2020-09-24,12696.59899149828,12649.895349201697
2020-09-25,13042.26183918733,12994.286697806261
2020-09-28,13311.887639991024,13262.920697028827
2020-09-29,13368.766881576652,13319.590711895165
2020-09-30,13432.830030650148,13383.418208696683
2020-10-01,13559.099166139453,13508.479230164812
2020-10-02,13278.892705477614,13223.120067933905
2020-10-05,13604.447509821433,13542.38571176512
2020-10-06,13324.55471567558,13258.475230037448
2020-10-07,13601.553151718577,13529.203435193116
2020-10-08,13587.110083486714,13517.922873379213
2020-10-09,13662.964313675662,13602.977600556036
2020-10-12,13855.046812387702,13794.441356382516
2020-10-13,13860.332787491996,13807.853615554368
2020-10-14,13821.567268271436,13761.27271020253
2020-10-15,13721.273328359266,13668.2351431167
2020-10-16,13691.127344987437,13648.464776325753
2020-10-19,13488.455448491106,13448.312901194091
2020-10-20,13565.759414885219,13521.503966233462
2020-10-21,13585.767806409754,13557.283735621233
2020-10-22,13498.140937001528,13459.730594114975
2020-10-23,13614.524959365373,13575.527751770645
2020-10-26,13369.499398252947,13330.65765189527
2020-10-27,13434.145881003973,13393.525949180144
2020-10-28,12856.595834697882,12809.08134779945
2020-10-29,13050.698115825748,13009.682364045972
2020-10-30,12759.776066468588,12712.317828403266
2020-11-02,12874.045320798907,12826.222967194086
2020-11-03,13063.390752870288,13014.813683830904
2020-11-04,13351.890793135051,13302.28879237485
2020-11-05,13853.814421388111,13802.403278306745
2020-11-06,13797.01611787704,13745.786845538341
2020-11-09,13626.285385007097,13575.503592953777
2020-11-10,13583.061837134785,13532.84357661919
2020-11-11,13882.086983904104,13830.847460369276
2020-11-12,13760.443445327057,13709.619997333251
2020-11-13,13764.267770876677,13713.387428220454
2020-11-16,13786.054024360037,13735.012397224007
2020-11-17,13861.976922843685,13810.658549922367
2020-11-18,13851.785008105659,13800.539248348034
2020-11-19,13951.85575227509,13900.268402089461
2020-11-20,13886.703716278045,13835.389321743869
2020-11-23,13821.330694243543,13770.20700581185
2020-11-24,13857.323589753041,13805.944382168742
2020-11-25,13958.889137461765,13907.161462806707
2020-11-26,13991.638436614207,13939.79986673724
2020-11-27,14184.478149542789,14131.921646963892
2020-11-30,14134.30973952589,14081.852066801304
2020-12-01,14412.024032814823,14358.535659208712
2020-12-02,14476.501319742161,14422.773646978316
2020-12-03,14991.165815378308,14935.5280315321
2020-12-04,15260.947384651445,15204.308341208633
2020-12-07,15301.426396763562,15244.637120673475
2020-12-08,15543.911269072634,15486.22204156598
2020-12-09,15682.867441148013,15624.66249568044
2020-12-10,15685.438794910022,15627.224306193677
2020-12-11,15574.590516605216,15516.787427017134
2020-12-14,15417.556966364662,15360.336686601548
2020-12-15,15751.825631235753,15693.364756314684
2020-12-16,15819.43133080855,15760.719546028573
2020-12-17,15898.440064014665,15839.435048483041
2020-12-18,15909.323612635377,15850.278204212831
2020-12-21,15267.140112188648,15210.478085234061
2020-12-22,15659.624636874247,15601.505954085389
2020-12-23,15383.148011490173,15326.055436137593
2020-12-24,15768.635439653735,15710.112177290704
2020-12-25,16212.35396293151,16152.183896337858
2020-12-28,15796.985186874455,15738.356708070796
2020-12-29,16151.38379858078,16091.440014910486
2020-12-30,16032.82526833134,15973.321499397753
2020-12-31,16083.773812583062,16024.08095468019
2021-01-04,16541.990452241083,16480.596982213337
2021-01-05,16703.426151919994,16641.43353405583
2021-01-06,17024.31613648642,16961.132576715587
2021-01-07,17647.443171485193,17581.946955866995
2021-01-08,17770.451687721044,17704.498941815484
2021-01-11,17558.962932951086,17493.795100358373
2021-01-12,17698.17981836145,17632.49530020382
2021-01-13,17911.014306037963,17844.539880052882
2021-01-14,17733.406321814728,17667.59106502017
2021-01-15,17529.026070281536,17463.969344504323
2021-01-18,17349.454621102377,17285.064351663335
2021-01-19,17777.084952196674,17711.107587783146
2021-01-20,17547.996861609172,17482.869728179845
2021-01-21,17401.613570202742,17337.02971953248
2021-01-22,17164.12866812532,17100.426212125174
2021-01-25,17328.3096419344,17263.99784936598
2021-01-26,17453.209277260157,17388.433935759105
2021-01-27,17006.238638430725,16943.12217096889
2021-01-28,16845.313444738174,16782.794230435447
2021-01-29,16705.74789400821,16643.7466592969
2021-02-01,17278.67331379498,17214.545740074514
2021-02-02,17311.697816986212,17247.447677069566
2021-02-03,17327.919145723277,17263.608802431325
2021-02-04,17421.920162906954,17357.260946929593
2021-02-05,17555.15555967752,17490.001857661016
2021-02-08,18133.03318570132,18065.73476519913
2021-02-09,18328.00038933618,18259.978373133275
2021-02-10,18075.001334531706,18007.91829178142
2021-02-11,18150.346865236046,18082.984187239053
2021-02-12,18166.272321122517,18098.85053784424
2021-02-15,18124.246667856147,18056.980857384868
2021-02-16,18293.425520129596,18225.531824106925
2021-02-17,18199.185249819162,18131.6413144391
2021-02-18,18161.891559281325,18094.486034637186
2021-02-19,17986.414894636528,17919.66062906441
2021-02-22,17349.025466458665,17284.636789771866
2021-02-23,17587.059023552694,17521.78691593325
2021-02-24,17617.52590326917,17552.140721744112
2021-02-25,17525.37892506511,17460.33573519826
2021-02-26,17554.61948082917,17489.467768400336
2021-03-01,17953.57358575431,17886.968052480293
2021-03-02,17724.877010147393,17659.067743301934
2021-03-03,17900.921944602032,17834.365464548395
2021-03-04,17685.78327939131,17620.001785540346
2021-03-05,18133.603116614824,18066.244419380542
2021-03-08,18247.837443080014,18179.98961240016
2021-03-09,18369.786519369572,18301.613144716437
2021-03-10,18502.438111865453,18433.70579633725
2021-03-11,18731.71286120008,18662.18143987356
2021-03-12,18670.511897970733,18601.16393363233
2021-03-15,18602.67717799536,18533.627148775075
2021-03-16,18658.71420417383,18589.521615591933
2021-03-17,18907.32559082416,18837.223356646395
2021-03-18,18635.6505551829,18566.44057096796
2021-03-19,18620.70868558405,18551.59352444154
2021-03-22,18518.099649575783,18449.499052546587
2021-03-23,18159.333145971035,18092.007630198514
2021-03-24,18114.613189428197,18047.382430352038
2021-03-25,18272.180892050477,18204.33488635422
2021-03-26,18643.800208307977,18574.64312810459
2021-03-29,18546.935621962435,18478.161298492687
2021-03-30,18543.255952354186,18474.440365381604
2021-03-31,18594.35656643478,18525.394571530927
2021-04-01,18832.29471584668,18762.45026559201
2021-04-02,18749.686019300774,18680.147944826833
2021-04-05,18653.43107171846,18584.249983687198
2021-04-06,18628.213890601826,18559.12632702835
2021-04-07,18482.84279935747,18414.29438218671
2021-04-08,18494.982789740632,18426.389348266286
2021-04-09,18703.696249698918,18634.32874021579
2021-04-12,18422.307069573788,18353.98316486055
2021-04-13,18396.272913775454,18328.04556348254
2021-04-14,18517.702105039454,18449.024403090694
2021-04-15,18453.581705209624,18385.141810397155
2021-04-16,18394.186737697244,18325.96712452949
2021-04-19,18499.41287706491,18430.803005462516
2021-04-20,18554.02125376979,18485.20885283638
2021-04-21,18601.363703566265,18532.37572087664
2021-04-22,18303.61932198136,18235.735601568955
2021-04-23,18056.758035553703,17989.7898642605
2021-04-26,18263.87905738809,18196.142724055986
2021-04-27,18321.57293968612,18253.6226336251
2021-04-28,18464.88255455712,18396.400747613283
2021-04-29,18679.090465707148,18609.814213156962
2021-04-30,18414.930690306843,18346.63414280963
2021-05-03,18501.59759037096,18432.97961619253
2021-05-04,18433.368278792022,18365.003350715007
2021-05-05,18543.580738123037,18474.80705855029
2021-05-06,18814.235427126965,18744.457954429294
2021-05-07,18994.813861220162,18924.366666555663
2021-05-10,18762.424785647112,18692.83946615362
2021-05-11,18521.27910099095,18452.5881328248
2021-05-12,18046.192634710715,17979.263647947333
2021-05-13,18235.644064413795,18168.01244787761
2021-05-14,18396.49886075657,18328.27067248067
2021-05-17,18356.02405321258,18287.945976260064
2021-05-18,18209.15123302666,18141.6178720282
2021-05-19,17947.981089326957,17881.416345556765
2021-05-20,18102.442049613066,18035.30444730281
2021-05-21,18033.792885235554,17966.909886159727
2021-05-24,18172.35218919039,18104.95530699207
2021-05-25,18174.221643243804,18106.817827690164
2021-05-26,18279.66746989043,18211.872581134885
2021-05-27,18271.027610848094,18203.26476525108
2021-05-28,18200.395550222966,18132.8946619455
2021-05-31,18230.71409103862,18163.100758587578
2021-06-01,18234.104826209183,18166.47891833717
2021-06-02,18218.820220486443,18151.250999539745
2021-06-03,18169.115756506224,18101.730877458074
2021-06-04,18388.800778073753,18320.601140134455
2021-06-07,18319.63045506527,18251.68735321238
2021-06-08,18261.692141444622,18193.963918857615
2021-06-09,18219.429915217286,18151.85843305952
2021-06-10,18196.645982713842,18129.159000680163
2021-06-11,18273.08862413496,18205.318134735524
2021-06-14,18254.79396296156,18187.091324058914
2021-06-15,18188.542986814267,18121.086056842883
2021-06-16,18184.391964012153,18116.950429185654
2021-06-17,18149.57849005552,18082.266070028178
2021-06-18,18015.172522481495,17948.358581851266
2021-06-21,18266.34025839887,18198.59479706437
2021-06-22,18420.3785255226,18352.061773315272
2021-06-23,18457.510893306222,18389.05642608043
2021-06-24,18701.897038783838,18632.53620214114
2021-06-25,18870.832054740822,18800.844678767877
2021-06-28,18859.32069663514,18789.3760135199
2021-06-29,18891.778364364618,18821.713303568737
2021-06-30,19056.18454406276,18985.509740300724
2021-07-01,18724.567530475386,18655.122614433283
2021-07-02,19022.220298294837,18951.67145974893
2021-07-05,19039.085426054742,18968.47403880754
2021-07-06,19064.797542924287,18994.09079562167
2021-07-07,19097.70584601821,19026.877049736795
2021-07-08,18874.139875290868,18804.140231407328
2021-07-09,19152.46275331316,19081.430876836508
2021-07-12,19214.75021584874,19143.48733015923
2021-07-13,19340.631386630506,19268.901637964216
2021-07-14,19403.73688357089,19331.77309179895
2021-07-15,19100.48992531168,19029.650803549983
2021-07-16,19072.35873677156,19001.623946820102
2021-07-19,19081.853945274586,19011.08393987923
2021-07-20,19235.721859457615,19164.38119498751
2021-07-21,19451.516922687595,19379.375926245928
2021-07-22,19676.58956303391,19603.613826319233
2021-07-23,19859.811280393646,19786.15601841044
2021-07-26,19882.64179349455,19808.901858631027
2021-07-27,19643.976859804217,19571.12207575955
2021-07-28,19940.93851271988,19866.982369350313
2021-07-29,19947.453798076876,19873.473491081426
2021-07-30,19839.370607625147,19765.791155179435
2021-08-02,19869.774321612105,19796.082109106017
2021-08-03,20315.83853064997,20240.491973310774
2021-08-04,20609.758330514986,20533.321695352017
2021-08-05,20644.260314610518,20567.69571988934
2021-08-06,20617.164308524054,20540.70020637045
2021-08-09,21011.99271676217,20934.06429103385
2021-08-10,20829.69653841975,20752.444205358413
2021-08-11,20527.82821982753,20451.6954437336
2021-08-12,20499.494674287733,20423.466980497462
2021-08-13,20561.389888678717,20485.132640429594
2021-08-16,20563.554268398748,20487.288992985967
2021-08-17,20763.845110254726,20686.837004297307
2021-08-18,20428.579041996807,20352.81435722518
2021-08-19,20486.069200817205,20410.091298878022
2021-08-20,20797.485336644753,20720.352467181136
2021-08-23,21192.458585441484,21113.860855224375
2021-08-24,21101.07898457258,21022.820159310155
2021-08-25,20940.587650929076,20862.924049410653
2021-08-26,20756.725256860656,20679.743556726535
2021-08-27,20964.04976548784,20886.299148631253
2021-08-30,20905.86210301857,20828.327290202764
2021-08-31,20815.459649059172,20738.26011719525
2021-09-01,20771.85106749103,20694.81326936439
2021-09-02,20838.119536782982,20760.835964847218
2021-09-03,21149.257786480517,21070.820277633124
2021-09-06,21216.807580345972,21138.119545564878
2021-09-07,21288.062781871835,21209.110478691513
2021-09-08,21208.980163617827,21130.321158842184
2021-09-09,21370.494879995633,21291.236855995645
2021-09-10,21057.810877861044,20979.712523596583
2021-09-13,20909.11714669046,20831.570261700806
2021-09-14,21107.09083657704,21028.80971480193
2021-09-15,21387.857114480117,21308.53469812959
2021-09-16,21384.592255441265,21305.281947667427
2021-09-17,21229.82864993962,21151.09232314414
2021-09-20,20789.931272387086,20712.826419130397
2021-09-21,20910.672880963073,20833.120226129304
2021-09-22,21252.401311897112,21173.581268529175
2021-09-23,21538.2486063459,21458.368424134616
2021-09-24,21361.130266020653,21281.90697312088
2021-09-27,21141.804566000064,21063.39469935428
2021-09-28,20445.832074466245,20370.0034023481
2021-09-29,20549.354222795497,20473.141611935505
2021-09-30,20700.669623386664,20623.895820110727
2021-10-01,20661.78681235518,20586.793220468884
2021-10-04,20537.982120463028,20455.86708303831
2021-10-05,20999.350546623682,20912.318212236052
2021-10-06,21087.50456617455,20995.31813479037
2021-10-07,21183.818485306234,21102.043722323226
2021-10-08,20987.632980461054,20900.597823073218
2021-10-11,21091.50201308883,20989.94858800815
2021-10-12,21073.696799627192,20967.57754386377
2021-10-13,21200.969806696627,21077.96451037455
2021-10-14,21393.72016367203,21252.162032388114
2021-10-15,21450.120657075215,21320.84352588498
2021-10-18,21879.703612239966,21743.37064758524
2021-10-19,21735.95101926045,21622.265478239973
2021-10-20,21622.85461263597,21508.638765100935
2021-10-21,21845.532545966405,21724.38664651104
2021-10-22,21788.140115309583,21674.00633241174
2021-10-25,22187.867023080726,22084.151474158654
2021-10-26,22010.539579821074,21907.46103946365
2021-10-27,22004.415727074465,21899.919096762664
2021-10-28,22147.600077853094,22057.46443426017
2021-10-29,22362.531763555256,22273.13140084509
2021-11-01,22411.169643488793,22321.574837494947
2021-11-02,22614.397225114386,22523.989961045478
2021-11-03,22626.76854769474,22536.311825865974
2021-11-04,22931.640775908025,22839.965243612234
2021-11-05,22742.82234562122,22651.901666860464
2021-11-08,22978.958177684355,22887.093481079
2021-11-09,22629.200715369352,22538.734270282297
2021-11-10,22436.708060704277,22347.011157873352
2021-11-11,22541.787908074955,22451.670919693446
2021-11-12,22435.884214883554,22346.190605602573
2021-11-15,22238.404759587662,22149.500628667985
2021-11-16,22371.835601260023,22282.398043903286
2021-11-17,22269.74431829468,22180.71489888149
2021-11-18,22277.038085709206,22187.97950745751
2021-11-19,22328.647835108684,22239.38293270888
2021-11-22,22257.8803432582,22168.898353343724
2021-11-23,22164.774594065526,22076.164819955426
2021-11-24,22373.971341891927,22284.525246325422
2021-11-25,22473.325111750575,22383.48182220103
2021-11-26,21856.378589968113,21769.00171358695
2021-11-29,22061.481340916438,21973.28450995583
2021-11-30,21514.24675843796,21428.23764802162
2021-12-01,21084.146492175234,20999.527273609812
2021-12-02,21198.52420385105,21101.2301881684
2021-12-03,20829.017444550856,20727.29416282682
2021-12-06,20671.681359106384,20570.05789965688
2021-12-07,21309.98504226677,21212.192342345967
2021-12-08,21242.77651281758,21144.035987194282
2021-12-09,20772.983551169196,20672.70143119402
2021-12-10,20899.570114611866,20808.584448826714
2021-12-13,20294.358123795173,20211.696078801328
2021-12-14,20387.88560749656,20291.05878719452
2021-12-15,20896.206292300263,20807.381087136542
2021-12-16,20674.917296449585,20573.12392870424
2021-12-17,20290.108667372926,20198.46318643155
2021-12-20,20043.048381224082,19953.603696076054
2021-12-21,20814.625938154488,20721.921319057758
2021-12-22,21034.17459836218,20944.981062812116
2021-12-23,21403.162938935697,21314.213248031443
2021-12-24,21377.712153630855,21288.86823398539
2021-12-27,21693.0771243151,21607.038284494
2021-12-28,21531.46155495248,21445.935194881524
2021-12-29,21541.323679081113,21460.79547203603
2021-12-30,21274.193295381716,21193.823658248246
2021-12-31,21163.880139595196,21076.846614543305
2022-01-03,21601.095426548705,21512.263914200576
2022-01-04,21410.01053227272,21321.9648300796
2022-01-05,20925.51849967449,20839.465203844404
2022-01-06,20720.053165285117,20634.84481717775
2022-01-07,20411.28919944017,20327.3506003665
2022-01-10,20555.784886041736,20471.25206847521
2022-01-11,20764.299821513945,20678.909515162726
2022-01-12,20821.363080556177,20735.73810945763
2022-01-13,20311.187600559075,20227.660655442833
2022-01-14,20326.750587774048,20243.159642028968
2022-01-17,20357.54115124949,20273.82358357781
2022-01-18,19709.795809806026,19628.74200511306
2022-01-19,19303.82752278302,19224.443206428004
2022-01-20,18778.91243205476,18701.686756289175
2022-01-21,18424.877261308877,18349.107506135315
2022-01-24,18557.0540423659,18480.740728491877
2022-01-25,18211.67643334964,18136.78343704444
2022-01-26,18394.309764759837,18318.665714181046
2022-01-27,17742.441169054764,17669.477837766608
2022-01-28,18114.253730177556,18039.76137124231
2022-01-31,18878.99580847181,18801.35855368617
2022-02-01,19022.062184735492,18943.836589297734
2022-02-02,19324.93246058189,19245.461353094055
2022-02-03,19084.85332889692,19006.369513577818
2022-02-04,19080.40187414901,19001.936364820864
2022-02-07,19062.111822489896,18983.721528465314
2022-02-08,19217.46415783742,19138.43499885608
2022-02-09,19555.64859514748,19475.228699519426
2022-02-10,19338.322177300364,19258.79600645753
2022-02-11,19257.82343696271,19178.628306037306
2022-02-14,19189.97430811409,19111.05819733133
2022-02-15,19550.74485471038,19470.34512503552
2022-02-16,19536.13301445849,19455.793373952358
2022-02-17,19335.015419512132,19255.502847252596
2022-02-18,19086.553549142394,19008.062741903097
2022-02-21,18780.533212741022,18703.30087173943
2022-02-22,18804.58944857741,18727.25817963867
2022-02-23,18714.484546550222,18637.52382153803
2022-02-24,18720.172638392683,18643.188521890814
2022-02-25,18954.250359952093,18876.303631249197
2022-02-28,19088.43637185867,19009.937821771804
2022-03-01,18991.028803918616,18912.43997175333
2022-03-02,19207.33395577999,19127.433185206803
2022-03-03,19145.099926219602,19066.1106425565
2022-03-04,18965.539394003154,18886.65238188158
2022-03-07,18593.26853808255,18516.17541906781
2022-03-08,18597.76414412863,18521.19494362992
2022-03-09,18733.89357926854,18657.16205029799
2022-03-10,18780.615043783015,18704.85940970905
2022-03-11,18896.47560370065,18820.308219044244
2022-03-14,18994.030655218565,18917.529664757756
2022-03-15,18771.97029637851,18695.727966073635
2022-03-16,19084.439775911742,19006.220211078486
2022-03-17,19268.33423809059,19187.953698998623
2022-03-18,19218.764491359,19138.607307052134
2022-03-21,19271.094253585547,19191.213298166153
2022-03-22,19464.682094547818,19384.5733629345
2022-03-23,19442.106285530455,19362.51990120116
2022-03-24,19513.54938290624,19433.54692384992
2022-03-25,19504.20990355235,19424.591786175562
2022-03-28,19575.882833152747,19496.54428375345
2022-03-29,19716.01430054663,19635.437705864922
2022-03-30,19726.012476349202,19644.15974060921
2022-03-31,19530.286217820947,19448.977933151476
2022-04-01,19546.992985571364,19465.61514745997
2022-04-04,19588.174680293054,19506.625394978055
2022-04-05,19579.178269871474,19497.666438318873
2022-04-06,19616.61047900066,19534.94281006392
2022-04-07,19629.53004924305,19547.80859368571
2022-04-08,19725.63334030751,19643.511788527292
2022-04-11,19709.84016091368,19627.784359133828
2022-04-12,19790.719474911635,19708.326957212055
2022-04-13,19797.037650050985,19714.618828590308
2022-04-14,19767.61005932728,19685.31375050656
2022-04-18,19912.78328068221,19829.88258821465
2022-04-19,19979.95522536011,19896.77488335035
2022-04-20,20039.596977301306,19956.168335369523
2022-04-21,19933.68264825766,19850.694947760137
2022-04-22,19827.01948191945,19744.47584040784
2022-04-25,19529.66255490444,19448.356866661947
2022-04-26,19642.399361098327,19560.624328155583
2022-04-27,19722.820616005065,19640.71077412944
2022-04-28,19860.149312101115,19777.4677448247
2022-04-29,19746.042415287055,19663.83589665793
2022-05-02,19626.2764528862,19544.568542667417
2022-05-03,19690.37648555928,19608.401714750453
2022-05-04,19791.910311731346,19709.512836352293
2022-05-05,19745.442452772153,19663.238431900736
2022-05-06,19814.574166255043,19732.082336952302
2022-05-09,19579.863406497552,19498.34872259128
2022-05-10,19557.339405727125,19475.918493506844
2022-05-11,19523.570632234645,19442.290305821323
2022-05-12,19298.5293575012,19218.185920584754
2022-05-13,19439.980630604365,19359.04830521736
2022-05-16,19491.140507648808,19409.995193993225
2022-05-17,19638.810034897448,19557.04994500026
2022-05-18,19351.753052812794,19271.188035561005
2022-05-19,19252.380112195315,19172.228803337453
2022-05-20,19492.40556389843,19411.254983573817
2022-05-23,19668.589978767373,19586.70590931727
2022-05-24,19544.278635653078,19462.91209789508
2022-05-25,19500.729721885262,19419.544486512605
2022-05-26,19629.8990115658,19548.176019948372
2022-05-27,19791.179958955723,19708.78552417377
2022-05-30,19814.729386858944,19732.236911343407
2022-05-31,19960.34515678049,19877.24645520451
2022-06-01,19982.279733081225,19899.08971370508
2022-06-02,19916.508146597112,19833.59194680648
2022-06-03,19886.524099299175,19803.73272878273
2022-06-06,19968.867663871675,19885.733481482723
2022-06-07,20002.46738874132,19919.193324326876
2022-06-08,20076.767264615093,19993.183875729366
2022-06-09,19972.420047472522,19889.271075837078
2022-06-10,19705.295742656563,19623.2588601516
2022-06-13,19269.65665499548,19189.433420614136
2022-06-14,19273.05926496225,19192.82186487044
2022-06-15,19249.865305603107,19169.72446636193
2022-06-16,18781.431524096264,18703.2408635074
2022-06-17,18571.101532467637,18493.78651551467
2022-06-20,18673.98724872974,18596.243899031775
2022-06-21,19142.928015293248,19063.232376268046
2022-06-22,18904.022224820183,18825.321195899734
2022-06-23,18809.73209179505,18731.423610576774
2022-06-24,19018.440709879676,18939.263335110998
2022-06-27,19173.638848064566,19093.815354019447
2022-06-28,19323.433204562556,19242.986088208767
2022-06-29,19223.684838216595,19143.65299322523
2022-06-30,18984.61803917567,18905.581474598253
2022-07-01,19052.614800934785,18973.295152945277
2022-07-04,19008.84621699018,18929.708785914605
2022-07-05,18876.53463695086,18797.94804407064
2022-07-06,18923.316248849937,18844.5348952491
2022-07-07,19219.747603821863,19139.732150283824
2022-07-08,19282.62810255179,19202.35086557474
2022-07-11,19334.556933543496,19254.063506996783
2022-07-12,19160.775335918643,19081.005395113636
2022-07-13,19115.62687448512,19036.044895285675
2022-07-14,18930.7564859749,18851.944157256166
2022-07-15,19050.806383779705,18971.494264573706
2022-07-18,19222.630978889938,19142.60352131477
2022-07-19,19253.391584057197,19173.236064250188
2022-07-20,19218.688751823905,19138.677706487502
2022-07-21,19166.159648052555,19086.367291335217
2022-07-22,19322.707703962435,19242.263608005207
2022-07-25,19442.30626160725,19361.364254177417
2022-07-26,19380.07154493362,19299.38863242965
2022-07-27,19572.23002827326,19490.747123567908
2022-07-28,19613.701449379325,19532.045891284495
2022-07-29,19679.98039718802,19598.04890726629
2022-08-01,19692.0458131437,19578.95974187299
2022-08-02,19384.352454566855,19323.696207585584
2022-08-03,19970.30193842453,19880.45455618645
2022-08-04,19852.258589696365,19814.702074348217
2022-08-05,19514.569073039973,19472.039591431963
2022-08-08,19538.562211407305,19473.263035901546
2022-08-09,19374.003626763177,19276.630946577243
2022-08-10,19729.89692222433,19640.216040775194
2022-08-11,19723.418244250053,19631.52254472122
2022-08-12,19859.038564505947,19779.238707404584
2022-08-15,19943.770200366092,19862.73951866019
2022-08-16,19979.21227972152,19882.943076628886
2022-08-17,19721.371462894724,19634.126536228654
2022-08-18,19729.553903224016,19653.483795463635
2022-08-19,19493.064682825945,19408.950276310145
2022-08-22,19162.08398318595,19072.464253130936
2022-08-23,19472.432699070665,19372.519528990088
