,Raw,S&P trend MA300 below0.50,S&P trend + VIX 28/35 cap 50/25,S&P trend + VIX 25/35 cap 65/35,S&P trend + VIX 20/30 cap 80/50
2022-01-28,30752.15892379598,30196.599791017226,23885.635604845622,25608.63761869992,24852.918309588207
2022-01-31,32119.509775924245,31539.24849928967,24947.676298601225,26348.761106021666,25736.957940436856
2022-02-01,32314.413767241826,31730.63141448834,25099.060977838795,26508.647690271046,25861.897227791083
2022-02-02,32909.88277921304,32315.3428647317,25561.570158711816,26997.131818824866,26243.15021293532
2022-02-03,32372.5620544792,31787.729212486556,25144.225572735675,26556.348771010777,25900.372000413216
2022-02-04,32269.507428361263,31686.536339842798,25064.181591012428,26471.80944449567,25834.411125315935
2022-02-07,32061.82922975616,31482.609992293095,24902.875004790483,26301.443729696486,25701.40025797772
2022-02-08,32468.638314361568,31882.06978793281,25218.849358971733,26635.163498796504,25962.285263311634
2022-02-09,32778.6863954568,32186.5166348682,25459.66807688268,26889.506820881772,26160.61958577508
2022-02-10,32184.52367971972,31603.087881709238,24998.173514720424,26402.094292973383,25686.41922914934
2022-02-11,31788.37097222093,31214.091948314384,24690.476118949384,26077.11632400035,25433.484132148325
2022-02-14,31642.57050733805,31142.50870925916,24633.853480131744,26017.313704889,25375.157553958787
2022-02-15,31997.3122463324,31317.0765069924,24771.937331752575,26163.15247461685,25517.39674903081
2022-02-16,31938.52020550342,31259.53433512281,24726.421235281432,26131.905464685846,25479.888102805307
2022-02-17,31286.9159543271,30621.782638065528,24221.95699931757,25598.766778780388,25064.0190318413
2022-02-18,30826.62635529615,30396.53052193072,24043.78164174579,25410.463685668037,24879.64951317235
2022-02-21,30854.472707657933,30410.259440718877,24054.64127341598,25421.940593930914,24890.886673525165
2022-02-22,30708.14461979648,30338.148742903795,23997.601412532884,25361.658507892964,24831.86385555931
2022-02-23,30333.765591649288,30153.214635311524,23851.317766843393,25207.05989599466,24680.49474530485
2022-02-24,30300.446341258958,30136.654170613,23838.21837062086,25193.21591184206,24666.939956307564
2022-02-25,31230.903901511665,30599.368108849383,24204.22701379548,25580.02899618157,25045.672673841724
2022-02-28,31246.69787867046,30607.10540845667,24210.3472498573,25586.497114987244,25052.005676296358
2022-03-01,30834.22723255148,30405.091541380567,24050.553443617533,25417.62040619197,24886.656732737556
2022-03-02,31137.80309522523,30554.76696254054,24168.94732218569,25542.743957752522,25009.166504585035
2022-03-03,30786.23111116672,30382.272454649054,24032.503451423825,25398.54442729652,24867.97924322338
2022-03-04,30706.529892382296,30342.944741306485,24001.395067149653,25365.667799123094,24835.78939433876
2022-03-07,30288.09704306753,30136.205574275842,23837.863529058657,25192.840900591134,24666.572778887974
2022-03-08,30843.0311735738,30412.2811727748,23947.052000455646,25354.39375530154,24892.541467151186
2022-03-09,31269.363320337437,30622.47019484921,24029.80487606116,25477.056394085805,25064.581799088242
2022-03-10,31179.53621475239,30578.485802917596,23995.289817380923,25440.46258481532,25028.580445100848
2022-03-11,31108.43848651855,30543.622217095726,23967.93196025024,25411.45703639182,25000.044497704002
2022-03-14,31254.94816034336,30615.547012202267,24024.372174941072,25471.296495762763,25058.915153756883
2022-03-15,31387.640258275384,30680.535780405382,24075.36960947589,25525.365370741092,25112.108651416744
2022-03-16,31849.966503108204,30906.491232616765,24252.679453938894,25713.35411762895,25297.05385273022
2022-03-17,32136.46779219964,31045.498436573693,24361.76000708165,25829.004303647933,25410.831657462215
2022-03-18,32066.504060660107,31011.70413577853,24335.24123022062,25800.88837107689,25383.170923000438
2022-03-21,32173.62764612537,31115.30398352396,24416.537223348278,25887.080606603107,25451.00834673969
2022-03-22,32660.67459088093,31586.329940155276,24786.1567137875,26278.9613002185,25759.231864275695
2022-03-23,32317.03149498804,31253.990686771947,24525.366275895245,26002.46414481137,25542.40885503794
2022-03-24,32870.31578536041,31789.075168807904,24945.25322863673,26447.639776877888,25892.24825312628
2022-03-25,32947.37118743514,31863.595900057077,25003.730504302108,26509.63898401184,25940.806048866154
2022-03-28,32891.502852187215,31809.565305390763,24961.332074687914,26464.6870092508,25905.61611785297
2022-03-29,33178.27094886565,32086.90041348202,25178.960126582795,26695.422222443667,26131.47701149422
2022-03-30,32964.01030554714,31879.687688765738,25016.35791614431,26523.026911432575,25962.72357994938
2022-03-31,32473.38143894372,31405.19763450865,24644.020108420773,26128.2641834808,25576.300279935276
2022-04-01,32402.39780137552,31336.548942322494,24590.150689404814,26071.1503520009,25531.57444606251
2022-04-04,32603.911820686768,31531.434332206914,24743.079498293173,26233.28965810116,25690.35807119756
2022-04-05,32565.08348857621,31493.883224508347,24713.612711808124,26202.048165092612,25659.7631609698
2022-04-06,32830.033720889805,31750.118148018308,24914.683205964815,26415.228602688258,25826.77787691231
2022-04-07,33018.38660011208,31932.27532213724,25057.62403741965,26566.778381921802,25945.31684682035
2022-04-08,33199.96034512176,32107.876355801953,25195.42018998828,26712.87363188267,26059.45902832413
2022-04-11,32951.41989454185,31867.51142844421,25006.80306450156,26512.89659637612,25903.390656640782
2022-04-12,33130.08966054208,31953.907717711136,25074.59922725035,26584.77594248659,25973.61756586118
2022-04-13,33256.14511558833,32014.69783960838,25122.30193569575,26635.35165874739,26023.0305951498
2022-04-14,33096.88602864128,31938.040855927615,25062.148318155578,26571.575148106393,25960.72024502092
2022-04-18,33283.62838872351,32028.142763410346,25132.852322175968,26646.537467068443,26033.959252518394
2022-04-19,33420.096858751094,32093.80314739403,25184.37678134519,26701.165107979366,26087.331056614657
2022-04-20,33644.53153835379,32201.567084420603,25268.94038326716,26790.821751725125,26174.92658053139
2022-04-21,33450.127654125004,32108.53399058292,25195.93624357134,26713.42076600655,26099.30496887575
2022-04-22,33009.96398759799,31897.27904121116,25030.162052913158,26537.66243480637,25927.58715231474
2022-04-25,32901.54452059379,31844.896584904454,24989.056936442485,26494.081666014856,25885.008263394786
2022-04-26,32731.7067596028,31762.704912541103,24924.56018497987,26425.70044599566,25818.199061718304
2022-04-27,33046.37813099542,31915.382772992674,25044.368259645344,26552.72424375275,25942.30270478995
2022-04-28,33526.20580264453,32147.08568072209,25226.18819861586,26745.494716197813,26130.641569864852
2022-04-29,33216.98325686837,31998.83443314589,25109.853738031157,26622.15373909964,26010.13608295466
2022-05-02,32622.425907293586,31712.457701656887,24885.130620172356,26383.8961429072,25777.355799267047
2022-05-03,32924.16784520268,31859.12028386263,25000.218436752744,26505.915393933738,25896.569945314106
2022-05-04,33289.792279844274,32036.01879951734,25139.032738375037,26653.09011336977,26040.36125979666
2022-05-05,32500.63174597662,31656.29937251857,24841.06253282431,26337.173951348166,25731.707705861303
2022-05-06,32738.296202836143,31772.044464111812,24931.889038610745,26433.470697074303,25825.790682213585
2022-05-09,31797.506090224782,31315.5328438355,24573.65911499278,26053.66553373084,25454.716873520807
2022-05-10,31975.077941055668,31402.97298947234,24642.27440385152,26126.41333974786,25525.792277591518
2022-05-11,31873.067819325144,31352.880522094125,24602.96626805451,26084.737779017676,25485.074797835794
2022-05-12,31676.971437440527,31256.432535554282,24527.282422744374,26004.495696111353,25406.677403078516
2022-05-13,31868.31545465596,31350.834416380985,24601.360665347423,26083.03547511109,25483.41162825535
2022-05-16,32002.25528279659,31416.71686598473,24653.05938196504,26137.847868535104,25536.96393758249
2022-05-17,31899.173173103787,31366.118846789686,24613.35453383765,26095.75170254135,25495.835521872832
2022-05-18,30966.55094353541,30907.600070565346,24253.549571841653,25714.27664042897,25123.13020377439
2022-05-19,31280.6727129941,31064.361959249534,24376.562430475034,25844.698237806253,25250.553534327748
2022-05-20,31120.08700464729,30984.624342745275,24313.991404895205,25778.358725040536,25185.739103022774
2022-05-23,31413.09419086043,31130.4902201958,24428.454038082815,25899.715139534,25304.305650509825
2022-05-24,31504.5384625724,31175.8010225785,24464.009946313145,25937.412485966863,25341.13637128074
2022-05-25,31372.64204123907,31110.540955493827,24412.799620422873,25883.117897750475,25288.089963318555
2022-05-26,31623.442074781586,31234.893324428955,24510.38035582317,25986.575662455274,25389.169333724934
2022-05-27,31771.974754069204,31308.247173478172,24567.94196559354,26047.604055561995,25448.79474289303
2022-05-30,31984.490546746583,31412.95418361702,24650.106761796545,26134.717419872242,25533.905454917272
2022-05-31,31784.01346818913,31314.50682403838,24572.853985446836,26052.811913364287,25453.88287706376
2022-06-01,31879.1798511098,31361.3871267788,24609.641498675355,26091.815041103157,25491.98936048696
2022-06-02,32119.14808744423,31479.422421177267,24702.26515296699,26190.017172830205,25587.933919852396
2022-06-03,31905.911528842786,31374.9276866722,24620.26693189745,26103.08041603263,25502.995755304324
2022-06-06,32050.436693966774,31445.98766251038,24676.02851295293,26162.200369461345,25560.75659798327
2022-06-07,32418.829947522187,31626.710468518766,24817.84377923952,26312.556793717005,25707.656472958166
2022-06-08,32363.56785261451,31599.754556193147,24796.691164531458,26290.130213036093,25685.745457752462
2022-06-09,32049.390759631417,31446.373460038107,24676.33125271409,26162.521342436685,25561.07019209926
2022-06-10,31760.746964707745,31304.767015157955,24565.21104529741,26044.708659167765,25445.965908871338
2022-06-13,31452.261586953504,31152.738744397975,24445.912711140754,25918.225302240575,25322.39028241579
2022-06-14,31439.38973569905,31146.36410869526,24440.91046112247,25912.92177994938,25317.208682990557
2022-06-15,31696.545469520748,31273.743586884604,24540.866604001472,26018.898016635376,25420.74862813458
2022-06-16,31089.803009960466,30974.41904185161,24305.983187804417,25769.868194239716,25177.443761341925
2022-06-17,31055.86286357275,30957.511949899013,24292.715998121243,25755.801956852745,25163.700893195502
2022-06-20,31246.60202701506,31052.579505379897,24367.316603288422,25834.895558930664,25240.976209591718
2022-06-21,31943.350954663896,31398.79077424679,24638.99257141997,26122.93385123909,25522.392779170033
2022-06-22,31868.74947587692,31362.125926103494,24610.22124301022,26092.429701904184,25492.58989082857
2022-06-23,32021.036819470177,31437.0591275198,24669.022188763945,26154.772072918844,25553.49907081891
2022-06-24,32507.298470842004,31675.755900079123,24856.330293977186,26353.361249327056,25747.52287346089
2022-06-27,32571.151572229337,31706.865763835136,24880.742562191386,26379.24380381339,25772.81041296508
2022-06-28,32315.73298989714,31582.545279101323,24783.186846690896,26275.81256589072,25671.756959515664
2022-06-29,32129.5662012362,31491.573784903943,24711.80046796517,26200.126774601726,25597.811111622763
2022-06-30,31850.08070495026,31354.605889461884,24604.320183689768,26086.173237406558,25486.47725641979
2022-07-01,32270.433486317168,31561.512677491617,24766.6823220885,26258.314017474637,25654.66068586264
2022-07-04,32504.30415236468,31675.879160893237,24856.427018156963,26353.46379894806,25747.623065564938
2022-07-05,32473.94748124142,31661.087669869157,24844.81996487638,26341.157683583257,25735.59985593179
2022-07-06,32637.68432773227,31740.90683343911,24907.4549813774,26407.5650412739,25800.48057247225
2022-07-07,32846.01558748455,31842.21033033995,24986.949001562596,26491.846775798866,25882.824751150856
2022-07-08,32740.64224641881,31791.133814217486,24946.868671387983,26449.35251346844,25841.307390955622
2022-07-11,32600.68599206067,31723.18511643464,24893.548546038368,26392.821058157908,25786.075539317906
2022-07-12,32900.29510497961,31868.95743782096,25007.937764705413,26514.099636568633,25904.566040098736
2022-07-13,32838.93629504999,31839.23975146218,24984.61795412104,26489.375335542394,25880.41012692392
2022-07-14,32760.733457607468,31801.328674376648,24954.868695514204,26457.834357864143,25849.594245923432
2022-07-15,33297.47663036051,32061.840943928473,25159.295672349115,26674.57343020193,26061.350695880355
2022-07-18,33291.83215334513,32059.12343583788,25157.163212467512,26672.3125379083,26059.141779321515
2022-07-19,33539.00937517615,32178.135886530115,25250.55365255152,26771.327636905586,26155.88061662318
2022-07-20,33371.34779848388,32097.706602865186,25187.439867788504,26704.412676008276,26090.50396618455
2022-07-21,33538.449736324794,32178.068789702473,25250.50100089848,26771.2718141829,26155.826077211088
2022-07-22,33702.94207219972,32256.978902435403,25312.422674743044,26836.922866477787,26219.967875087917
2022-07-25,33725.52653409094,32267.78666083803,25320.90364717636,26845.914625423593,26228.75292216178
2022-07-26,33745.45504075017,32277.320222911538,25328.384743082166,26853.846287926255,26236.502243388008
2022-07-27,33896.92739400855,32349.761410104522,25385.230176587735,26914.115371368145,26295.385798688654
2022-07-28,34025.978290758336,32411.341707207695,25433.552944613424,26965.34849175587,26345.441119016923
2022-07-29,33959.427397384774,32379.64528208777,25408.680394944695,26938.977934281796,26319.676795243355
2022-08-01,34053.26351452024,32424.380727004733,25443.784813548365,26976.19659906331,26356.039838792727
2022-08-02,33545.45176865851,32182.620030875783,25254.07241223933,26775.058322171895,26159.525537030848
2022-08-03,34427.49383068617,32605.72395460961,25586.086931803784,27127.06919709272,26503.444021203803
2022-08-04,34752.61256283298,32759.68130748847,25706.899038905976,27255.15749750157,26628.587695037204
2022-08-05,34033.10263783638,32420.55693521506,25440.784240112982,26973.015309035272,26352.931683556326
2022-08-08,33962.28267775035,32386.824739644297,25414.31419793647,26944.951046309754,26325.51259118265
2022-08-09,33358.995007432066,32099.173696992406,25188.591113438757,26705.63325813561,26091.696488305177
2022-08-10,33867.2519579735,32343.704866688895,25380.47753724888,26909.076493146647,26290.46275942102
2022-08-11,33760.99549504516,32292.96665383659,25340.66267754478,26866.863689870228,26249.220387807407
2022-08-12,34078.379381112834,32444.75819758347,25459.77524928914,26993.15009640692,26372.60359157212
2022-08-15,34238.43700224764,32520.95065317714,25519.5643462919,27056.540132403767,26434.53635173644
2022-08-16,34270.694007661456,32536.27010951233,25531.585700029846,27069.285500445436,26446.98871605076
2022-08-17,33567.9182866686,31869.06154117931,25008.019455809113,26514.18624771119,25904.65066013461
2022-08-18,33745.06830703148,31953.15381125625,25074.007628176525,26584.148712967082,25973.00475574379
2022-08-19,33270.53095047298,31728.484460977572,24897.70700270523,26397.22996765844,25790.383092238317
2022-08-22,32678.37284862945,31446.128294784237,24676.138868717142,26162.31737166103,25560.870910415135
2022-08-23,33057.12927742162,31628.365386383677,24819.14241233891,26313.93364004927,25709.001666920234
2022-08-24,33100.091355037635,31648.917992104423,24835.270278641718,26331.032845033747,25725.707777662257
2022-08-25,33709.90218443576,31940.45575137077,25064.043314409184,26573.584274966513,25962.683183990892
2022-08-26,32466.099981642637,31351.198490931223,24601.646358838098,26083.33837516422,25483.707564928172
2022-08-29,32844.68754331602,31533.99183227698,24745.086398039137,26235.41742810465,25632.290467014638
2022-08-30,32445.045182890088,31342.14468937323,24594.541736531643,26075.805860268916,25476.348215290505
2022-08-31,32249.163898423845,31247.53333153609,24520.299114907077,25997.091802134462,25399.4437174883
2022-09-01,32448.56169606913,31344.135670557673,24596.104082386486,26077.462302077583,25477.96657709847
2022-09-02,32210.176532461865,31228.999952371752,24505.75575892765,25981.67253833443,25384.378927702015
2022-09-05,32176.88531366091,31212.861396451364,24493.09164831604,25968.245701874584,25371.26076127165
2022-09-06,31894.925389919368,31076.105213661936,24385.777497396313,25854.468303807193,25260.098995927663
2022-09-07,32695.774025713024,31466.249667080334,24691.928341187435,26179.057802248513,25577.22649463777
2022-09-08,32672.40098184077,31455.00261672169,24683.10265129927,26169.700564428345,25568.084370696626
2022-09-09,32996.74917981143,31611.13398615436,24805.620734217682,26299.597587059496,25694.99518597167
2022-09-12,33411.06239127869,31809.591573120822,24961.35268727809,26464.708863282704,25856.310713088045
2022-09-13,31923.933119573885,31101.667739461005,24405.836705656864,25875.73562506555,25280.877401967642
2022-09-14,32622.507213836343,31441.958193174305,24672.866541979223,26158.84796134863,25557.481258502023
2022-09-15,32711.4640874607,31484.827036503215,24706.506216829144,26194.513664738675,25592.327041745575
2022-09-16,32652.517018724247,31456.45872106319,24684.245273138164,26170.912003354995,25569.267959809924
2022-09-19,32841.2492343827,31547.368208190797,24755.582994202436,26246.54620646043,25643.163405481886
2022-09-20,32755.24085952657,31506.058301688612,24723.16663502633,26212.177495807962,25609.584798362906
2022-09-21,32260.92265355852,31268.32507475852,24536.614635160317,26014.38996296991,25416.344210278032
2022-09-22,32013.376957507047,31148.36044482347,24442.477009063354,25914.58267692462,25318.831397545084
2022-09-23,31408.00142301169,30853.851443508673,24211.372405456666,25669.559254995544,25079.44082793365
2022-09-26,31334.61405965687,30817.805170199452,24183.08647984001,25639.56974297864,25050.140745894252
2022-09-27,31715.38438153983,31005.05026554421,24330.01986165095,25795.352533304183,25202.342240012993
2022-09-28,32641.308177752115,31457.643138111373,24685.174698830426,26171.897405895634,25570.230708895884
2022-09-29,31666.558648855706,30987.941944426293,24316.594765125275,25781.11887876372,25188.43580347207
2022-09-30,31064.7980160012,30693.5095155332,24085.550248779367,25536.159162992033,24949.107475474862
2022-10-03,31251.734857682517,30785.860795686276,24158.0193614281,25612.9928984012,25024.17487735899
2022-10-04,31828.983896074817,31070.182748072555,24381.130070471165,25849.5409746645,25255.284941333015
2022-10-05,31543.137721634645,30930.66693904309,24271.650409073118,25733.467643156837,25141.880023845737
2022-10-06,31706.87512656653,31010.946002941317,24334.64631465593,25800.257625323055,25207.13456869385
2022-10-07,30922.738936351547,30627.483347655325,24033.738754777612,25481.22719990067,24895.438345271778
2022-10-10,30856.3223464912,30594.592131192538,24007.928638588157,25453.862608756957,24868.702839704583
2022-10-11,30808.82456202885,30571.04468236758,23989.45068442599,25434.271776344256,24849.562381647487
2022-10-12,31045.81315234191,30688.624448662868,24081.716880571195,25532.09492116725,24945.136666652525
2022-10-13,31440.74466048156,30883.818317104473,24234.88775613447,25694.49087297727,25103.799292046948
2022-10-14,30981.275810031104,30658.153297829078,24057.80581773969,25506.743758336637,24920.368302622046
2022-10-17,31899.74024800924,31112.595905531838,24414.41216337351,25884.82755989312,25289.76032197628
2022-10-18,31749.3669326158,31039.264521632824,24356.868182265116,25823.817857176,25230.153173523737
2022-10-19,32338.231993531637,31327.111810558403,24582.745263472894,26063.29891687429,25464.128794470373
2022-10-20,32311.03802736128,31313.939964630616,24572.40916434411,26052.340301864424,25453.422107457718
2022-10-21,32784.69139888605,31543.458329645873,24752.514867499205,26243.293294610114,25639.985274939852
2022-10-24,32571.31102191502,31440.807446838135,24671.963538082277,26157.89057191809,25556.545878531742
2022-10-25,33216.451052265926,31752.181518592,24916.30235660674,26416.94527048593,25809.64515925531
2022-10-26,33184.87316893539,31737.088595481306,24904.458766097818,26404.388371881865,25797.376931647865
2022-10-27,32933.35834971099,31616.817710910414,24810.08081846263,26304.326290368448,25699.61518094904
2022-10-28,33198.42649493654,31744.053614694865,24909.92429685334,26410.183077082347,25803.038422160706
2022-10-31,33150.375179575654,31721.080484758942,24891.897017334737,26391.07006225363,25784.364797121856
2022-11-01,33346.27792147639,31814.808634279958,24965.446575226484,26469.04931526183,25860.551382259466
2022-11-02,32683.69550724966,31498.732387888962,24717.417906134626,26206.08253619745,25603.62995599953
2022-11-03,32831.630550397334,31570.018181349278,24773.35668887772,26265.39036370221,25661.574353710585
2022-11-04,33106.05106793698,31701.955897856587,24876.889733837525,26375.158929809884,25768.819446277914
2022-11-07,32728.717372774958,31521.29079620713,24735.119748825655,26224.850514000216,25621.966476081107
2022-11-08,32739.578255441167,31526.52089790843,24739.22386983759,26229.201815353208,25626.217745209757
2022-11-09,31855.44064067794,31100.831495757575,24405.180495596254,25875.039893210615,25280.197664317493
2022-11-10,32466.21905279385,31398.98647485095,24639.146139936893,26123.096668781156,25522.55185369372
2022-11-11,32113.240014876188,31228.29853580483,24505.20534927314,25981.0889789639,25383.808783798966
2022-11-14,31960.755442118625,31154.1572508088,24447.025829450642,25919.405460718805,25323.543310188015
2022-11-15,31735.31771253884,31044.283088254768,24360.806309265165,25827.993167137312,25234.23249713319
2022-11-16,31512.727519843083,30935.411435900303,24275.373470373797,25737.41493458119,25145.736570844623
2022-11-17,31641.87025673561,30998.799850902033,24325.115089328843,25790.152359532698,25197.2616132246
2022-11-18,31673.835819915745,31014.457808018702,24337.40206852671,25803.179350952378,25209.9891266669
2022-11-21,31421.606324113796,30890.968485475576,24240.498575565274,25700.439617205233,25109.61128037849
2022-11-22,32186.43981868304,31266.92710346709,24535.51763099501,26013.226889148547,25415.207874402848
2022-11-23,32106.053648781963,31227.88226768247,24504.878698885605,25980.74265528848,25383.470421771057
2022-11-24,32008.195918595924,31180.29171496831,24467.533844326565,25941.148619026557,25344.78661424224
2022-11-25,31805.86836483108,31081.744577784946,24390.202771341832,25859.160100284575,25264.68293252595
2022-11-28,31567.00874948543,30965.033826973777,24298.61850165079,25762.059952540374,25169.81502359368
2022-11-29,31524.093779770283,30943.98553095912,24282.101661468154,25744.54834680926,25152.70599280072
2022-11-30,31760.968476898768,31060.243388390347,24373.330540510422,25841.271699666966,25247.205768997777
2022-12-01,31490.733244509287,30795.97020993735,24165.95233516661,25621.403654141894,25075.354976144718
2022-12-02,31262.59504315933,30572.86529847115,23990.87934284069,25435.786479072263,24893.693712875567
2022-12-05,30439.12958089231,29767.56750981743,23358.95289780402,24765.800777559052,24237.98688583492
2022-12-06,30083.007161105936,29593.434768199797,23222.308930907155,24620.92710636203,24096.200792418625
2022-12-07,30178.643473749333,29640.474729406582,23259.22172997216,24660.06306557157,24134.50267793427
2022-12-08,30496.631461642493,29796.633420362996,23381.761252404773,24789.982818962086,24261.653554547298
2022-12-09,30126.42817451881,29615.780468598274,23239.843859244997,24639.518117002095,24114.3955875773
2022-12-12,30366.81397089436,29733.936078217623,23332.56192627548,24737.820347697256,24210.602780707777
2022-12-13,31392.269453436373,30235.978007907484,23726.52000781777,25155.505481310534,24619.386121971685
2022-12-14,31142.533126040667,29995.440377644325,23537.76736037308,24955.38476171734,24462.70155778093
2022-12-15,30276.583532259752,29578.41361708544,23210.521660709976,24608.429920092953,24122.59649325374
2022-12-16,30365.66125648953,29621.925424957186,23244.66587723822,24644.6305523706,24158.082432343315
2022-12-19,30048.21732009265,29467.09098003721,23123.165505914618,24515.81253540877,24031.80761292893
2022-12-20,30369.504161002405,29624.627589795517,23246.78629709315,24646.878679498626,24160.286175684563
2022-12-21,30906.133690675164,29886.361365328416,23452.171803732923,24864.634011353282,24373.742459634457
2022-12-22,30276.29193806834,29581.831552415282,23213.203753909267,24611.273548663587,24125.3839813141
2022-12-23,30516.35659760365,29699.110648788577,23305.234010905486,24708.846544347405,24221.030636186493
2022-12-26,30322.726538981784,29604.88838281214,23231.296714143093,24630.456199983088,24144.187917971318
2022-12-27,29851.767219121684,29374.983296945615,23050.88754668423,24439.181466082173,23956.689437156867
2022-12-28,29535.075314577258,29219.166401115217,22928.616234821613,24309.546076874078,23829.613382517582
2022-12-29,30117.104746311168,29507.068406358892,23154.53625255408,24549.072659050238,24064.411096553205
2022-12-30,30115.599008484307,29506.33078716486,23153.957434281332,24548.4589800856,24063.809533182914
2023-01-03,29860.898386605688,29381.556898411563,23056.04592742734,24444.65052243832,23962.050520334727
2023-01-04,30291.43103335713,29593.36766333526,23222.256272947467,24620.87127695286,24134.79222586793
2023-01-05,29674.74058028259,29292.128225485547,22985.870218313623,24370.248316186273,23889.11720417218
2023-01-06,30610.428466298632,29753.940005475073,23348.25923827196,24754.46306722962,24265.74657208675
2023-01-09,30420.59926894728,29661.681144160895,23275.862647750004,24677.706221762895,24190.505103317664
2023-01-10,30561.974362686826,29730.605212933413,23329.94815794331,24735.049159019552,24246.715944142215
2023-01-11,30730.88081768982,29812.761082053916,23394.416814189106,24803.40059172142,24313.717944520005
2023-01-12,31022.50941800977,29954.219015485938,23505.420482962832,24921.089717533505,24429.083585596145
2023-01-13,30980.126697412205,29913.2957852551,23473.30755310812,24887.042710946997,24395.70875411131
2023-01-16,30768.611916677983,29709.06472252079,23313.045087150636,24717.128061031483,24229.148654522924
2023-01-17,30920.72299574501,29855.937708057238,23428.29800964671,24839.322361865816,24348.930526928976
2023-01-18,30580.80774660138,29527.727772414804,23170.747894920863,24566.2606857092,24081.25978754876
2023-01-19,30262.75607712013,29374.178147568025,23050.25573669905,24438.511603854593,23956.03279972512
2023-01-20,30991.224588794477,29727.717722454825,23327.68231092507,24732.64684603526,24244.36105896836
2023-01-23,31418.32325127753,30137.40364633809,23649.167571543912,25073.494312625095,24578.47932368467
2023-01-24,31546.366614643503,30260.22670392561,23745.548238724896,25175.679732179447,24678.64734136835
2023-01-25,31575.33311920873,30288.012249109674,23767.351875887394,25198.796544673354,24701.307768783325
2023-01-26,31914.829055754053,30613.666995040196,24022.896903831937,25469.732372981198,24966.89462999543
2023-01-27,31848.496476184435,30550.038783266955,23972.96711358984,25416.795443684277,24915.002811250066
2023-01-30,31116.970741383324,29848.337226151278,23422.333824001264,24832.998969111795,24342.73197414162
2023-01-31,31298.814812005312,30022.767545465187,23559.211303542004,24978.1202168009,24484.98815675746
2023-02-01,32507.00074487183,31181.69594681281,24468.635761219914,25942.316901456583,25430.149129627614
2023-02-02,33384.051551138764,32022.989543400214,25128.808531112114,26642.25012917659,26116.263882959534
2023-02-03,33106.448159951666,31756.703994458396,24919.851195480092,26420.707846527494,25899.09541232196
2023-02-06,33337.13276567502,31977.983628704897,25093.49187175983,26604.80644094817,26079.55942902703
2023-02-07,34328.71585906486,32929.14005087835,25839.875265588224,27396.14253020285,26855.272517331527
2023-02-08,33554.09717584778,32186.1024374004,25256.8050967273,26777.955589010602,26249.29016948562
2023-02-09,33236.17260287065,31881.1395942763,25017.497243112226,26524.234857046915,26000.57853452935
2023-02-10,32860.69891471763,31520.973903448525,24734.871079430013,26224.586867905346,25765.592798160207
2023-02-13,33175.05062556213,31822.50954941119,24971.489571979924,26475.456265708206,25962.775656578273
2023-02-14,34145.462018296006,32753.357437502633,25701.936625330094,27249.896210896244,26570.33037758839
2023-02-15,34125.870196393254,32734.564370790315,25687.189489542343,27234.260894169638,26555.084978935527
2023-02-16,33641.145431650155,32269.601750869308,25322.327969218513,26847.42473061083,26177.895848077616
2023-02-17,33309.27851050536,31951.26498670092,25072.52544580452,26582.57726267557,25971.30174824706
2023-02-20,33325.737835636966,31967.053267993662,25084.91469188359,26595.71268023991,25981.568439539835
2023-02-21,32474.744385530663,31150.75467366302,24444.355787995177,25916.57460973661,25450.80402737085
2023-02-22,32647.569137464983,31316.533390352208,24574.444255362352,26054.49796102589,25559.15971055262
2023-02-23,33027.884361999626,31681.34322896071,24860.714735269758,26358.009753908926,25797.352943826598
2023-02-24,32170.02254646921,30858.456291276365,24214.9858825092,25673.390362202666,25261.307369978524
2023-02-27,32548.999855389437,31221.98276085865,24500.24928796808,25975.834427209826,25499.379003855745
2023-02-28,32764.28300236257,31428.488851164388,24662.29699425011,26147.641837747415,25634.303863782625
2023-03-01,32897.1313025303,31555.92094911131,24762.294428458626,26253.661852630357,25717.454743514467
2023-03-02,32380.307835295924,31060.1682852479,24373.271606209986,25841.209215909665,25394.231809411052
2023-03-03,33119.96191370036,31769.666794804045,24930.023254134132,26431.49254133918,25974.30495823098
2023-03-06,32658.688988452064,31327.199886937797,24582.8143780217,26063.372194009353,25612.552017192163
2023-03-07,32069.69649466399,30762.220515251156,24139.468561232785,25593.324832631668,25150.63510159837
2023-03-08,32662.865213860005,31331.205848358164,24585.957902063357,26066.70504418015,25615.827218794235
2023-03-09,31926.23684627391,30624.60969191361,24031.483764036653,25478.83639703848,25038.126981383924
2023-03-10,31873.633853338142,30574.151313901784,23991.888493953225,25436.856408684125,25005.12389560044
2023-03-13,32438.1151336553,30844.885051976555,24204.33637480373,25662.099462847433,25226.54396361066
2023-03-14,33137.003925185745,31177.16614090619,24465.081170379603,25938.548227022326,25498.30064171255
2023-03-15,33171.371869578645,31209.50144540982,24490.45505605526,25965.45031464351,25519.457030637666
2023-03-16,33816.91849955202,31513.184822757717,24728.758898147025,26218.106566128416,25767.773554139465
2023-03-17,33937.96003179723,31625.980557736457,24817.271009846194,26311.949527939807,25841.55841525464
2023-03-20,33928.03504077268,31616.731693842343,24810.0133198791,26306.94790701952,25835.512624992843
2023-03-21,34116.771386089335,31792.610620623156,24948.027538374932,26453.289338182265,25950.48775341071
